iso_code,date,age_group_id,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
FRA,9/07/2021,3,48.19,20.48
FRA,9/07/2021,8,54.23,30.34
FRA,9/07/2021,13,71.68,51.32
FRA,9/07/2021,17,79.31,64.5
FRA,9/07/2021,21,90.57,80.65
FRA,9/07/2021,23,80.62,72.12
FRA,16/07/2021,3,53.28,27.89
FRA,16/07/2021,8,58.02,36.88
FRA,16/07/2021,13,73.95,55.8
FRA,16/07/2021,17,80.59,67.08
FRA,16/07/2021,21,91.3,81.99
FRA,16/07/2021,23,81.12,72.98
FRA,23/07/2021,3,60.44,34.79
FRA,23/07/2021,8,63.3,42.74
FRA,23/07/2021,13,77.06,59.62
FRA,23/07/2021,17,82.29,69.35
FRA,23/07/2021,21,92.25,83.25
FRA,23/07/2021,23,81.77,73.87
FRA,30/07/2021,3,68.21,39.54
FRA,30/07/2021,8,69.09,46.56
FRA,30/07/2021,13,80.52,62.19
FRA,30/07/2021,17,84.15,70.93
FRA,30/07/2021,21,93.32,84.19
FRA,30/07/2021,23,82.53,74.59
FRA,6/08/2021,3,70.2,40.87
FRA,6/08/2021,8,70.57,47.58
FRA,6/08/2021,13,81.45,62.83
FRA,6/08/2021,17,84.68,71.34
FRA,6/08/2021,21,93.65,84.44
FRA,6/08/2021,23,82.75,74.78
HUN,1/01/2021,3,0,0
HUN,1/01/2021,8,0.02,0
HUN,1/01/2021,13,0.02,0
HUN,1/01/2021,17,0.01,0
HUN,1/01/2021,21,0,0
HUN,1/01/2021,23,0,0
HUN,8/01/2021,3,0.33,0
HUN,8/01/2021,8,0.93,0
HUN,8/01/2021,13,1.52,0
HUN,8/01/2021,17,0.85,0
HUN,8/01/2021,21,0.55,0
HUN,8/01/2021,23,0.64,0
HUN,15/01/2021,3,0.79,0
HUN,15/01/2021,8,1.55,0.01
HUN,15/01/2021,13,2.51,0.01
HUN,15/01/2021,17,1.45,0.01
HUN,15/01/2021,21,0.96,0
HUN,15/01/2021,23,1.12,0
HUN,22/01/2021,3,1.11,0.03
HUN,22/01/2021,8,1.85,0.18
HUN,22/01/2021,13,2.89,0.24
HUN,22/01/2021,17,1.69,0.12
HUN,22/01/2021,21,1.1,0.06
HUN,22/01/2021,23,1.18,0.02
HUN,29/01/2021,3,1.59,0.3
HUN,29/01/2021,8,2.62,0.89
HUN,29/01/2021,13,4.27,1.47
HUN,29/01/2021,17,2.74,0.83
HUN,29/01/2021,21,2.32,0.54
HUN,29/01/2021,23,5.15,0.64
HUN,5/02/2021,3,1.74,0.74
HUN,5/02/2021,8,2.75,1.52
HUN,5/02/2021,13,4.43,2.48
HUN,5/02/2021,17,2.84,1.43
HUN,5/02/2021,21,2.42,0.9
HUN,5/02/2021,23,13.09,0.88
HUN,12/02/2021,3,1.78,1.08
HUN,12/02/2021,8,2.92,1.83
HUN,12/02/2021,13,5.74,2.9
HUN,12/02/2021,17,2.98,1.69
HUN,12/02/2021,21,3.28,1.12
HUN,12/02/2021,23,19.05,1.29
HUN,19/02/2021,3,2.07,1.54
HUN,19/02/2021,8,3.28,2.57
HUN,19/02/2021,13,7.45,4.25
HUN,19/02/2021,17,4.1,2.71
HUN,19/02/2021,21,5.57,2.31
HUN,19/02/2021,23,24.96,5.11
HUN,26/02/2021,3,2.2,1.7
HUN,26/02/2021,8,3.86,2.72
HUN,26/02/2021,13,9.91,4.46
HUN,26/02/2021,17,9.54,2.86
HUN,26/02/2021,21,16.67,2.49
HUN,26/02/2021,23,34.57,10.57
HUN,5/03/2021,3,2.34,1.72
HUN,5/03/2021,8,4.2,2.76
HUN,5/03/2021,13,11.49,4.54
HUN,5/03/2021,17,17.44,3.07
HUN,5/03/2021,21,33.53,3.48
HUN,5/03/2021,23,44.11,18.87
HUN,12/03/2021,3,2.9,1.98
HUN,12/03/2021,8,5.77,3.04
HUN,12/03/2021,13,15.56,5.98
HUN,12/03/2021,17,24.93,4.19
HUN,12/03/2021,21,45.41,5.77
HUN,12/03/2021,23,51.13,24.65
HUN,19/03/2021,3,3.43,2.05
HUN,19/03/2021,8,6.65,3.31
HUN,19/03/2021,13,16.92,7.47
HUN,19/03/2021,17,31.94,4.82
HUN,19/03/2021,21,55.16,8.17
HUN,19/03/2021,23,56.34,29.97
HUN,26/03/2021,3,3.92,2.16
HUN,26/03/2021,8,7.74,3.79
HUN,26/03/2021,13,19.18,9.7
HUN,26/03/2021,17,43.78,9.81
HUN,26/03/2021,21,65.44,17.16
HUN,26/03/2021,23,60.24,34.52
HUN,2/04/2021,3,5.09,2.22
HUN,2/04/2021,8,11.57,4.08
HUN,2/04/2021,13,28.29,10.43
HUN,2/04/2021,17,53.17,16.2
HUN,2/04/2021,21,71.43,28.82
HUN,2/04/2021,23,63.39,39.52
HUN,9/04/2021,3,8.42,2.64
HUN,9/04/2021,8,19.54,4.78
HUN,9/04/2021,13,39.79,11.63
HUN,9/04/2021,17,58.32,24.8
HUN,9/04/2021,21,73.73,42.19
HUN,9/04/2021,23,64.84,47
HUN,16/04/2021,3,11.49,2.99
HUN,16/04/2021,8,25.04,5.81
HUN,16/04/2021,13,45.05,13
HUN,16/04/2021,17,62.25,30.04
HUN,16/04/2021,21,76.26,46.52
HUN,16/04/2021,23,66.86,49.56
HUN,23/04/2021,3,14.24,3.6
HUN,23/04/2021,8,29.9,7.42
HUN,23/04/2021,13,50.19,17.85
HUN,23/04/2021,17,66.02,35.48
HUN,23/04/2021,21,78.77,53.69
HUN,23/04/2021,23,68.91,53.94
HUN,30/04/2021,3,24.93,5.31
HUN,30/04/2021,8,38.15,11.47
HUN,30/04/2021,13,54.75,24.69
HUN,30/04/2021,17,68.29,43.12
HUN,30/04/2021,21,80.06,61.16
HUN,30/04/2021,23,70.09,57.3
HUN,7/05/2021,3,29.48,7.68
HUN,7/05/2021,8,42.03,16.8
HUN,7/05/2021,13,57.16,31.04
HUN,7/05/2021,17,69.4,49.79
HUN,7/05/2021,21,80.76,66.06
HUN,7/05/2021,23,70.71,59.91
HUN,14/05/2021,3,34.57,9.22
HUN,14/05/2021,8,46.2,19.89
HUN,14/05/2021,13,60.01,34.78
HUN,14/05/2021,17,71.05,52.47
HUN,14/05/2021,21,81.81,67.93
HUN,14/05/2021,23,71.56,61.04
HUN,21/05/2021,3,42.11,11.62
HUN,21/05/2021,8,52.01,23.43
HUN,21/05/2021,13,63.81,38.99
HUN,21/05/2021,17,73.27,56.54
HUN,21/05/2021,21,83.21,70.98
HUN,21/05/2021,23,72.49,63.23
HUN,28/05/2021,3,44.43,20.7
HUN,28/05/2021,8,53.8,32.81
HUN,28/05/2021,13,65.17,47.02
HUN,28/05/2021,17,74.08,61.49
HUN,28/05/2021,21,83.71,74.22
HUN,28/05/2021,23,72.89,65.66
HUN,4/06/2021,3,46.61,26.89
HUN,4/06/2021,8,55.46,38.15
HUN,4/06/2021,13,66.45,52.37
HUN,4/06/2021,17,74.85,64.72
HUN,4/06/2021,21,84.21,77.34
HUN,4/06/2021,23,73.24,67.88
HUN,11/06/2021,3,48.06,29.54
HUN,11/06/2021,8,56.6,41.02
HUN,11/06/2021,13,67.37,55.05
HUN,11/06/2021,17,75.4,67.02
HUN,11/06/2021,21,84.58,79.23
HUN,11/06/2021,23,73.5,69.07
HUN,18/06/2021,3,49.06,32.48
HUN,18/06/2021,8,57.34,43.97
HUN,18/06/2021,13,67.94,57.63
HUN,18/06/2021,17,75.72,69.52
HUN,18/06/2021,21,84.79,81.01
HUN,18/06/2021,23,73.66,69.97
HUN,25/06/2021,3,49.8,38.55
HUN,25/06/2021,8,57.88,49.23
HUN,25/06/2021,13,68.33,61.39
HUN,25/06/2021,17,75.94,71.98
HUN,25/06/2021,21,84.94,82.48
HUN,25/06/2021,23,73.76,70.82
HUN,2/07/2021,3,50.25,40.79
HUN,2/07/2021,8,58.22,52.1
HUN,2/07/2021,13,68.59,64.36
HUN,2/07/2021,17,76.11,73.31
HUN,2/07/2021,21,85.04,83.19
HUN,2/07/2021,23,73.84,71.29
HUN,9/07/2021,3,50.56,42.81
HUN,9/07/2021,8,58.53,54.02
HUN,9/07/2021,13,68.85,65.95
HUN,9/07/2021,17,76.27,74.26
HUN,9/07/2021,21,85.14,83.8
HUN,9/07/2021,23,73.9,71.7
HUN,16/07/2021,3,50.85,44.44
HUN,16/07/2021,8,58.83,55.46
HUN,16/07/2021,13,69.14,67.09
HUN,16/07/2021,17,76.45,74.94
HUN,16/07/2021,21,85.24,84.25
HUN,16/07/2021,23,73.98,71.98
HUN,23/07/2021,3,51.1,45.43
HUN,23/07/2021,8,59.11,56.29
HUN,23/07/2021,13,69.43,67.74
HUN,23/07/2021,17,76.63,75.34
HUN,23/07/2021,21,85.35,84.52
HUN,23/07/2021,23,74.04,72.15
HUN,30/07/2021,3,51.4,46.46
HUN,30/07/2021,8,59.43,57.19
HUN,30/07/2021,13,69.72,68.3
HUN,30/07/2021,17,76.79,75.66
HUN,30/07/2021,21,85.44,84.74
HUN,30/07/2021,23,74.11,72.28
HUN,6/08/2021,3,51.58,46.75
HUN,6/08/2021,8,59.6,57.49
HUN,6/08/2021,13,69.89,68.68
HUN,6/08/2021,17,76.9,76.39
HUN,6/08/2021,21,85.52,85.8
HUN,6/08/2021,23,74.18,72.91
ISL,8/01/2021,3,0.31,0
ISL,8/01/2021,8,0.85,0
ISL,8/01/2021,13,0.82,0
ISL,8/01/2021,17,1.29,0
ISL,8/01/2021,21,2.52,0
ISL,8/01/2021,23,18.31,0
ISL,15/01/2021,3,0.6,0
ISL,15/01/2021,8,1.44,0
ISL,15/01/2021,13,1.28,0
ISL,15/01/2021,17,1.75,0
ISL,15/01/2021,21,2.53,0
ISL,15/01/2021,23,18.31,0
ISL,22/01/2021,3,0.8,0.3
ISL,22/01/2021,8,1.99,0.84
ISL,22/01/2021,13,2.05,0.81
ISL,22/01/2021,17,2.86,1.28
ISL,22/01/2021,21,5.97,2.43
ISL,22/01/2021,23,33.96,17.47
ISL,29/01/2021,3,0.8,0.3
ISL,29/01/2021,8,2.03,0.84
ISL,29/01/2021,13,2.1,0.81
ISL,29/01/2021,17,2.91,1.28
ISL,29/01/2021,21,6.16,2.46
ISL,29/01/2021,23,34.77,17.58
ISL,5/02/2021,3,0.9,0.3
ISL,5/02/2021,8,2.4,0.84
ISL,5/02/2021,13,2.53,0.82
ISL,5/02/2021,17,3.25,1.29
ISL,5/02/2021,21,6.78,2.47
ISL,5/02/2021,23,43.87,17.79
ISL,12/02/2021,3,2.16,0.49
ISL,12/02/2021,8,2.79,1.29
ISL,12/02/2021,13,3.02,1.14
ISL,12/02/2021,17,3.5,1.55
ISL,12/02/2021,21,6.8,2.49
ISL,12/02/2021,23,43.87,17.8
ISL,19/02/2021,3,3.22,0.78
ISL,19/02/2021,8,3.79,2.01
ISL,19/02/2021,13,4.3,2.08
ISL,19/02/2021,17,5.2,2.9
ISL,19/02/2021,21,7.06,5.97
ISL,19/02/2021,23,45.29,33.99
ISL,26/02/2021,3,4.72,0.87
ISL,26/02/2021,8,4.7,2.37
ISL,26/02/2021,13,5.54,2.5
ISL,26/02/2021,17,6.13,3.24
ISL,26/02/2021,21,8.5,6.61
ISL,26/02/2021,23,52.66,43.1
ISL,5/03/2021,3,6.07,0.87
ISL,5/03/2021,8,5.99,2.38
ISL,5/03/2021,13,7.04,2.51
ISL,5/03/2021,17,7.09,3.24
ISL,5/03/2021,21,9.47,6.63
ISL,5/03/2021,23,90.98,43.26
ISL,12/03/2021,3,6.37,0.88
ISL,12/03/2021,8,6.49,2.4
ISL,12/03/2021,13,7.8,2.54
ISL,12/03/2021,17,8.87,3.34
ISL,12/03/2021,21,19.38,6.68
ISL,12/03/2021,23,97.27,43.91
ISL,19/03/2021,3,6.37,1.02
ISL,19/03/2021,8,6.52,2.68
ISL,19/03/2021,13,7.84,2.95
ISL,19/03/2021,17,9.13,4.46
ISL,19/03/2021,21,34.83,8.22
ISL,19/03/2021,23,97.9,50.29
ISL,26/03/2021,3,6.7,1.14
ISL,26/03/2021,8,7,2.89
ISL,26/03/2021,13,8.54,3.15
ISL,26/03/2021,17,9.65,5.07
ISL,26/03/2021,21,61.85,9.17
ISL,26/03/2021,23,98.14,88.64
ISL,2/04/2021,3,7.02,1.19
ISL,2/04/2021,8,7.66,2.94
ISL,2/04/2021,13,9.36,3.21
ISL,2/04/2021,17,10.85,6.41
ISL,2/04/2021,21,75.16,18.24
ISL,2/04/2021,23,98.32,95.87
ISL,9/04/2021,3,7.42,1.2
ISL,9/04/2021,8,8.3,2.96
ISL,9/04/2021,13,11.64,3.26
ISL,9/04/2021,17,21.23,6.65
ISL,9/04/2021,21,96.85,33.1
ISL,9/04/2021,23,98.68,97.09
ISL,16/04/2021,3,7.87,1.49
ISL,16/04/2021,8,10.31,3.38
ISL,16/04/2021,13,14.57,3.89
ISL,16/04/2021,17,34.05,7.22
ISL,16/04/2021,21,99.02,34.88
ISL,16/04/2021,23,98.82,97.65
ISL,23/04/2021,3,9.46,1.82
ISL,23/04/2021,8,13.13,4.07
ISL,23/04/2021,13,20.12,4.76
ISL,23/04/2021,17,44.13,7.87
ISL,23/04/2021,21,99.45,40.93
ISL,23/04/2021,23,98.88,97.75
ISL,30/04/2021,3,10.74,2.12
ISL,30/04/2021,8,15.59,4.61
ISL,30/04/2021,13,39.23,6.02
ISL,30/04/2021,17,88.81,13.19
ISL,30/04/2021,21,100.61,42.19
ISL,30/04/2021,23,99.07,97.79
ISL,7/05/2021,3,17.94,8.69
ISL,7/05/2021,8,26.56,11.06
ISL,7/05/2021,13,67.18,14.17
ISL,7/05/2021,17,91.28,26.16
ISL,7/05/2021,21,100.9,42.99
ISL,7/05/2021,23,99.14,97.87
ISL,14/05/2021,3,20.1,10.25
ISL,14/05/2021,8,29.85,13.37
ISL,14/05/2021,13,71.69,17.93
ISL,14/05/2021,17,91.99,36.71
ISL,14/05/2021,21,101.1,43.31
ISL,14/05/2021,23,99.2,97.96
ISL,21/05/2021,3,25.37,14.77
ISL,21/05/2021,8,36.94,18.87
ISL,21/05/2021,13,81.87,30.62
ISL,21/05/2021,17,92.52,39.58
ISL,21/05/2021,21,101.26,43.72
ISL,21/05/2021,23,99.27,98.01
ISL,28/05/2021,3,27.03,17.69
ISL,28/05/2021,8,40.53,23.2
ISL,28/05/2021,13,84.04,38.16
ISL,28/05/2021,17,94.14,41.24
ISL,28/05/2021,21,102.17,45.92
ISL,28/05/2021,23,99.33,98.06
ISL,4/06/2021,3,34.49,20.63
ISL,4/06/2021,8,49.52,27.43
ISL,4/06/2021,13,87.12,43.98
ISL,4/06/2021,17,95.43,41.97
ISL,4/06/2021,21,102.98,46.78
ISL,4/06/2021,23,99.55,98.11
ISL,11/06/2021,3,55.16,30.51
ISL,11/06/2021,8,62.71,36.23
ISL,11/06/2021,13,88.28,50
ISL,11/06/2021,17,95.87,45.97
ISL,11/06/2021,21,103.39,80.14
ISL,11/06/2021,23,99.64,98.44
ISL,18/06/2021,3,71.89,42.91
ISL,18/06/2021,8,74.01,48.05
ISL,18/06/2021,13,89.51,56.14
ISL,18/06/2021,17,96.1,48.97
ISL,18/06/2021,21,103.7,91.49
ISL,18/06/2021,23,99.65,98.56
ISL,25/06/2021,3,81.65,54.62
ISL,25/06/2021,8,82,58.48
ISL,25/06/2021,13,91.34,59.02
ISL,25/06/2021,17,97.34,54.28
ISL,25/06/2021,21,104.55,96.42
ISL,25/06/2021,23,99.88,98.98
ISL,2/07/2021,3,82.45,67.97
ISL,2/07/2021,8,82.7,71
ISL,2/07/2021,13,93.5,79.71
ISL,2/07/2021,17,99.24,89.57
ISL,2/07/2021,21,104.79,103.08
ISL,2/07/2021,23,99.92,99.33
ISL,9/07/2021,3,84,76.1
ISL,9/07/2021,8,83.9,75.95
ISL,9/07/2021,13,94.11,84.11
ISL,9/07/2021,17,99.67,91.87
ISL,9/07/2021,21,104.93,103.73
ISL,9/07/2021,23,100,99.44
ISL,16/07/2021,3,84.89,79.96
ISL,16/07/2021,8,84.68,80.39
ISL,16/07/2021,13,94.53,86.8
ISL,16/07/2021,17,99.92,94.31
ISL,16/07/2021,21,105.11,104.27
ISL,16/07/2021,23,100.06,99.59
ISL,23/07/2021,3,85.15,80.57
ISL,23/07/2021,8,84.91,80.79
ISL,23/07/2021,13,94.59,86.99
ISL,23/07/2021,17,99.95,94.44
ISL,23/07/2021,21,105.14,104.31
ISL,23/07/2021,23,100.08,99.59
ISL,30/07/2021,3,85.83,80.76
ISL,30/07/2021,8,85.6,80.98
ISL,30/07/2021,13,94.8,87.35
ISL,30/07/2021,17,100.02,94.53
ISL,30/07/2021,21,105.19,104.34
ISL,30/07/2021,23,100.13,99.59
IRL,8/01/2021,3,0.66,0
IRL,8/01/2021,8,1.78,0
IRL,8/01/2021,13,1.82,0
IRL,8/01/2021,17,0.88,0
IRL,8/01/2021,21,0.12,0
IRL,8/01/2021,23,0.47,0
IRL,15/01/2021,3,1.24,0
IRL,15/01/2021,8,3.07,0
IRL,15/01/2021,13,3.5,0
IRL,15/01/2021,17,2.01,0
IRL,15/01/2021,21,0.8,0
IRL,15/01/2021,23,3.83,0
IRL,22/01/2021,3,1.73,0.04
IRL,22/01/2021,8,4.03,0.14
IRL,22/01/2021,13,4.8,0.13
IRL,22/01/2021,17,3.05,0.05
IRL,22/01/2021,21,1.93,0
IRL,22/01/2021,23,10.02,0.01
IRL,29/01/2021,3,1.82,0.66
IRL,29/01/2021,8,4.23,1.76
IRL,29/01/2021,13,5.02,1.81
IRL,29/01/2021,17,3.33,0.89
IRL,29/01/2021,21,2.21,0.12
IRL,29/01/2021,23,10.21,0.41
IRL,5/02/2021,3,1.97,1.19
IRL,5/02/2021,8,4.51,2.95
IRL,5/02/2021,13,5.33,3.35
IRL,5/02/2021,17,3.51,1.89
IRL,5/02/2021,21,2.27,0.7
IRL,5/02/2021,23,10.4,3.37
IRL,12/02/2021,3,2.05,1.23
IRL,12/02/2021,8,4.7,3.12
IRL,12/02/2021,13,5.65,3.54
IRL,12/02/2021,17,3.83,2
IRL,12/02/2021,21,2.72,0.74
IRL,12/02/2021,23,11.61,3.42
IRL,19/02/2021,3,2.12,1.72
IRL,19/02/2021,8,4.82,4.05
IRL,19/02/2021,13,5.81,4.78
IRL,19/02/2021,17,3.99,3
IRL,19/02/2021,21,2.97,1.77
IRL,19/02/2021,23,20.98,8.97
IRL,26/02/2021,3,2.17,1.83
IRL,26/02/2021,8,4.91,4.28
IRL,26/02/2021,13,5.96,5.06
IRL,26/02/2021,17,4.22,3.32
IRL,26/02/2021,21,4.2,2.07
IRL,26/02/2021,23,42.83,9.37
IRL,5/03/2021,3,2.19,1.95
IRL,5/03/2021,8,4.95,4.5
IRL,5/03/2021,13,6.02,5.34
IRL,5/03/2021,17,4.43,3.49
IRL,5/03/2021,21,7.13,2.17
IRL,5/03/2021,23,65.31,9.71
IRL,12/03/2021,3,2.21,2.06
IRL,12/03/2021,8,4.99,4.73
IRL,12/03/2021,13,6.08,5.67
IRL,12/03/2021,17,4.56,3.82
IRL,12/03/2021,21,10.12,2.64
IRL,12/03/2021,23,84.42,11.09
IRL,19/03/2021,3,2.24,2.11
IRL,19/03/2021,8,5.03,4.84
IRL,19/03/2021,13,6.14,5.83
IRL,19/03/2021,17,4.69,3.98
IRL,19/03/2021,21,16.1,2.93
IRL,19/03/2021,23,96.57,20.25
IRL,26/03/2021,3,2.26,2.16
IRL,26/03/2021,8,5.06,4.92
IRL,26/03/2021,13,6.21,5.96
IRL,26/03/2021,17,4.9,4.2
IRL,26/03/2021,21,28.8,4.11
IRL,26/03/2021,23,99.79,41.47
IRL,2/04/2021,3,2.3,2.2
IRL,2/04/2021,8,5.15,4.97
IRL,2/04/2021,13,6.31,6.04
IRL,2/04/2021,17,5.13,4.4
IRL,2/04/2021,21,42.72,7.08
IRL,2/04/2021,23,101.76,63.68
IRL,9/04/2021,3,2.32,2.21
IRL,9/04/2021,8,5.2,5
IRL,9/04/2021,13,6.47,6.09
IRL,9/04/2021,17,5.62,4.53
IRL,9/04/2021,21,58.14,9.92
IRL,9/04/2021,23,102.54,81.93
IRL,16/04/2021,3,2.41,2.24
IRL,16/04/2021,8,5.42,5.04
IRL,16/04/2021,13,7.14,6.14
IRL,16/04/2021,17,7.7,4.66
IRL,16/04/2021,21,83.37,15.9
IRL,16/04/2021,23,103.16,93.82
IRL,23/04/2021,3,2.81,2.27
IRL,23/04/2021,8,6.22,5.12
IRL,23/04/2021,13,9.54,6.25
IRL,23/04/2021,17,9.99,4.87
IRL,23/04/2021,21,97.11,28.49
IRL,23/04/2021,23,103.55,96.9
IRL,30/04/2021,3,3.7,2.3
IRL,30/04/2021,8,7.96,5.16
IRL,30/04/2021,13,14.28,6.32
IRL,30/04/2021,17,11.53,5.1
IRL,30/04/2021,21,99.61,42.1
IRL,30/04/2021,23,103.82,98.8
IRL,7/05/2021,3,4.64,2.32
IRL,7/05/2021,8,9.73,5.22
IRL,7/05/2021,13,18.46,6.49
IRL,7/05/2021,17,12.74,5.59
IRL,7/05/2021,21,100.18,57.34
IRL,7/05/2021,23,103.99,99.43
IRL,14/05/2021,3,5.58,2.45
IRL,14/05/2021,8,11.35,5.48
IRL,14/05/2021,13,34.28,7.22
IRL,14/05/2021,17,15.07,7.69
IRL,14/05/2021,21,100.61,82.34
IRL,14/05/2021,23,104.09,99.95
IRL,21/05/2021,3,6.74,2.8
IRL,21/05/2021,8,13.53,6.24
IRL,21/05/2021,13,63.09,15.59
IRL,21/05/2021,17,17.48,10.02
IRL,21/05/2021,21,100.86,95.25
IRL,21/05/2021,23,104.16,100.22
IRL,28/05/2021,3,8.23,3.65
IRL,28/05/2021,8,19.03,7.92
IRL,28/05/2021,13,74.07,22.73
IRL,28/05/2021,17,18.95,11.76
IRL,28/05/2021,21,101.04,97.74
IRL,28/05/2021,23,104.22,100.41
IRL,4/06/2021,3,9.67,4.6
IRL,4/06/2021,8,26.34,9.68
IRL,4/06/2021,13,78.13,28.76
IRL,4/06/2021,17,19.94,13.31
IRL,4/06/2021,21,101.18,98.36
IRL,4/06/2021,23,104.28,100.55
IRL,11/06/2021,3,10.93,5.53
IRL,11/06/2021,8,34.09,11.2
IRL,11/06/2021,13,79.56,41.7
IRL,11/06/2021,17,20.41,15.54
IRL,11/06/2021,21,101.28,98.83
IRL,11/06/2021,23,104.31,100.66
IRL,18/06/2021,3,12.15,6.65
IRL,18/06/2021,8,38.63,13.24
IRL,18/06/2021,13,80.25,62.26
IRL,18/06/2021,17,20.8,17.66
IRL,18/06/2021,21,101.4,99.22
IRL,18/06/2021,23,104.36,100.78
IRL,25/06/2021,3,13.64,8.21
IRL,25/06/2021,8,43.8,17.42
IRL,25/06/2021,13,80.91,74.24
IRL,25/06/2021,17,21.31,19.24
IRL,25/06/2021,21,101.53,99.53
IRL,25/06/2021,23,104.4,100.88
IRL,2/07/2021,3,15.33,9.48
IRL,2/07/2021,8,49.91,23.69
IRL,2/07/2021,13,81.43,77.74
IRL,2/07/2021,17,21.68,20.17
IRL,2/07/2021,21,101.61,99.71
IRL,2/07/2021,23,104.44,100.97
IRL,9/07/2021,3,21.17,14.4
IRL,9/07/2021,8,55.78,31.96
IRL,9/07/2021,13,81.93,79.62
IRL,9/07/2021,17,22.07,20.78
IRL,9/07/2021,21,101.68,99.88
IRL,9/07/2021,23,104.48,101.03
IRL,16/07/2021,3,29.65,21.66
IRL,16/07/2021,8,63.6,40.42
IRL,16/07/2021,13,82.33,80.6
IRL,16/07/2021,17,22.33,21.19
IRL,16/07/2021,21,101.75,100.01
IRL,16/07/2021,23,104.52,101.09
IRL,23/07/2021,3,44.3,28.38
IRL,23/07/2021,8,71.64,47.01
IRL,23/07/2021,13,82.68,81.02
IRL,23/07/2021,17,22.55,21.43
IRL,23/07/2021,21,101.79,100.09
IRL,23/07/2021,23,104.56,101.16
IRL,30/07/2021,3,61.14,32.6
IRL,30/07/2021,8,74.57,54.19
IRL,30/07/2021,13,82.99,81.41
IRL,30/07/2021,17,22.75,21.7
IRL,30/07/2021,21,101.84,100.18
IRL,30/07/2021,23,104.6,101.2
IRL,6/08/2021,3,66.8,35.08
IRL,6/08/2021,8,75.8,59.78
IRL,6/08/2021,13,83.19,81.79
IRL,6/08/2021,17,22.89,21.93
IRL,6/08/2021,21,101.88,100.25
IRL,6/08/2021,23,104.62,101.24
ITA,1/01/2021,3,0,0
ITA,1/01/2021,8,0.02,0
ITA,1/01/2021,13,0.02,0
ITA,1/01/2021,17,0.02,0
ITA,1/01/2021,21,0,0
ITA,1/01/2021,23,0,0
ITA,8/01/2021,3,0.36,0
ITA,8/01/2021,8,1.58,0
ITA,8/01/2021,13,1.98,0
ITA,8/01/2021,17,1.58,0
ITA,8/01/2021,21,0.28,0
ITA,8/01/2021,23,0.8,0
ITA,15/01/2021,3,0.9,0
ITA,15/01/2021,8,2.71,0.01
ITA,15/01/2021,13,3.38,0.01
ITA,15/01/2021,17,2.67,0.01
ITA,15/01/2021,21,0.7,0
ITA,15/01/2021,23,2.31,0
ITA,22/01/2021,3,1,0.03
ITA,22/01/2021,8,2.95,0.28
ITA,22/01/2021,13,3.67,0.34
ITA,22/01/2021,17,2.9,0.27
ITA,22/01/2021,21,0.85,0.03
ITA,22/01/2021,23,2.99,0.11
ITA,29/01/2021,3,1.03,0.32
ITA,29/01/2021,8,3.01,1.52
ITA,29/01/2021,13,3.74,1.91
ITA,29/01/2021,17,2.96,1.55
ITA,29/01/2021,21,0.88,0.26
ITA,29/01/2021,23,3.16,0.67
ITA,5/02/2021,3,1.11,0.86
ITA,5/02/2021,8,3.17,2.65
ITA,5/02/2021,13,3.91,3.32
ITA,5/02/2021,17,3.1,2.64
ITA,5/02/2021,21,0.96,0.66
ITA,5/02/2021,23,3.42,2.05
ITA,12/02/2021,3,1.45,0.97
ITA,12/02/2021,8,3.75,2.91
ITA,12/02/2021,13,4.47,3.64
ITA,12/02/2021,17,3.55,2.88
ITA,12/02/2021,21,1.19,0.8
ITA,12/02/2021,23,4.97,2.74
ITA,19/02/2021,3,1.8,1.01
ITA,19/02/2021,8,4.54,2.99
ITA,19/02/2021,13,5.22,3.73
ITA,19/02/2021,17,3.96,2.96
ITA,19/02/2021,21,1.43,0.86
ITA,19/02/2021,23,9.61,2.95
ITA,26/02/2021,3,2.07,1.08
ITA,26/02/2021,8,5.42,3.12
ITA,26/02/2021,13,6.35,3.87
ITA,26/02/2021,17,4.57,3.08
ITA,26/02/2021,21,1.62,0.92
ITA,26/02/2021,23,18.66,3.2
ITA,5/03/2021,3,2.36,1.39
ITA,5/03/2021,8,6.48,3.6
ITA,5/03/2021,13,8.02,4.37
ITA,5/03/2021,17,5.78,3.52
ITA,5/03/2021,21,1.96,1.14
ITA,5/03/2021,23,28.32,4.53
ITA,12/03/2021,3,2.69,1.66
ITA,12/03/2021,8,7.66,4.01
ITA,12/03/2021,13,9.68,4.8
ITA,12/03/2021,17,7.05,3.91
ITA,12/03/2021,21,2.53,1.36
ITA,12/03/2021,23,37.8,8.63
ITA,19/03/2021,3,2.91,1.84
ITA,19/03/2021,8,8.18,4.29
ITA,19/03/2021,13,10.37,5.1
ITA,19/03/2021,17,7.77,4.19
ITA,19/03/2021,21,3.87,1.55
ITA,19/03/2021,23,45.21,16.95
ITA,26/03/2021,3,3.36,1.97
ITA,26/03/2021,8,9.25,4.47
ITA,26/03/2021,13,11.81,5.31
ITA,26/03/2021,17,9.51,4.42
ITA,26/03/2021,21,8.09,1.74
ITA,26/03/2021,23,53.68,26.09
ITA,2/04/2021,3,3.78,2.06
ITA,2/04/2021,8,10.03,4.62
ITA,2/04/2021,13,12.94,5.51
ITA,2/04/2021,17,11.33,4.7
ITA,2/04/2021,21,14.23,2.12
