iso_code,date,age_group_id,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
DNK,19/02/2021,21,5.61,3.92
DNK,19/02/2021,23,43.18,16.7
DNK,26/02/2021,3,2.68,0.92
DNK,26/02/2021,8,5.92,2.93
DNK,26/02/2021,13,8.2,3.99
DNK,26/02/2021,17,8.19,4.03
DNK,26/02/2021,21,8.31,4.24
DNK,26/02/2021,23,51.4,17.69
DNK,5/03/2021,3,3.8,0.96
DNK,5/03/2021,8,7.74,3.04
DNK,5/03/2021,13,10.63,4.12
DNK,5/03/2021,17,11.17,4.2
DNK,5/03/2021,21,11.88,4.48
DNK,5/03/2021,23,55.86,22.8
DNK,12/03/2021,3,4.31,1.05
DNK,12/03/2021,8,8.48,3.19
DNK,12/03/2021,13,11.63,4.4
DNK,12/03/2021,17,12.34,4.69
DNK,12/03/2021,21,13.29,5.36
DNK,12/03/2021,23,58.34,38.3
DNK,19/03/2021,3,4.55,1.21
DNK,19/03/2021,8,8.84,3.48
DNK,19/03/2021,13,12.25,4.97
DNK,19/03/2021,17,13.27,5.96
DNK,19/03/2021,21,14.73,7.13
DNK,19/03/2021,23,67.24,48.78
DNK,26/03/2021,3,4.7,1.4
DNK,26/03/2021,8,9.1,3.84
DNK,26/03/2021,13,12.67,5.71
DNK,26/03/2021,17,13.96,7.81
DNK,26/03/2021,21,16.7,10.02
DNK,26/03/2021,23,78.6,52.26
DNK,2/04/2021,3,4.85,1.55
DNK,2/04/2021,8,9.38,4.1
DNK,2/04/2021,13,13.26,6.24
DNK,2/04/2021,17,14.88,9.17
DNK,2/04/2021,21,24.13,12.26
DNK,2/04/2021,23,88.75,55.61
DNK,9/04/2021,3,4.98,1.8
DNK,9/04/2021,8,9.59,4.51
DNK,9/04/2021,13,13.62,6.88
DNK,9/04/2021,17,15.5,10.19
DNK,9/04/2021,21,38.39,13.78
DNK,9/04/2021,23,94.43,60.62
DNK,16/04/2021,3,5.09,1.98
DNK,16/04/2021,8,9.77,4.82
DNK,16/04/2021,13,13.95,7.42
DNK,16/04/2021,17,17.69,11.05
DNK,16/04/2021,21,67.17,15.48
DNK,16/04/2021,23,97.1,71.15
DNK,23/04/2021,3,5.2,2.11
DNK,23/04/2021,8,9.96,5.07
DNK,23/04/2021,13,14.27,7.96
DNK,23/04/2021,17,23.75,11.98
DNK,23/04/2021,21,85.16,19.69
DNK,23/04/2021,23,97.97,83.9
DNK,30/04/2021,3,5.3,2.34
DNK,30/04/2021,8,10.14,5.47
DNK,30/04/2021,13,14.6,8.56
DNK,30/04/2021,17,37.21,12.69
DNK,30/04/2021,21,93.68,29.34
DNK,30/04/2021,23,98.74,91.07
DNK,7/05/2021,3,5.42,2.72
DNK,7/05/2021,8,10.37,6.17
DNK,7/05/2021,13,15.13,9.59
DNK,7/05/2021,17,54.85,14.4
DNK,7/05/2021,21,95.77,56.2
DNK,7/05/2021,23,99.21,95.56
DNK,14/05/2021,3,5.53,3.22
DNK,14/05/2021,8,10.57,7.02
DNK,14/05/2021,13,19.27,10.79
DNK,14/05/2021,17,71.87,18.08
DNK,14/05/2021,21,97.08,76.83
DNK,14/05/2021,23,99.58,97.56
DNK,21/05/2021,3,5.7,4.03
DNK,21/05/2021,8,10.85,8.36
DNK,21/05/2021,13,34.11,12.59
DNK,21/05/2021,17,83.8,22.22
DNK,21/05/2021,21,97.86,89.4
DNK,21/05/2021,23,99.87,98.5
DNK,28/05/2021,3,6.04,4.63
DNK,28/05/2021,8,11.95,9.33
DNK,28/05/2021,13,57.13,13.77
DNK,28/05/2021,17,91.07,24.94
DNK,28/05/2021,21,98.36,93.01
DNK,28/05/2021,23,100.12,98.87
DNK,4/06/2021,3,8.78,5.21
DNK,4/06/2021,8,15.97,10.36
DNK,4/06/2021,13,74.48,14.53
DNK,4/06/2021,17,93.75,36.52
DNK,4/06/2021,21,98.71,95.12
DNK,4/06/2021,23,100.29,99.34
DNK,11/06/2021,3,20.15,5.82
DNK,11/06/2021,8,24.06,11.61
DNK,11/06/2021,13,85.94,15.05
DNK,11/06/2021,17,94.72,50.94
DNK,11/06/2021,21,98.96,96.38
DNK,11/06/2021,23,100.43,99.74
DNK,18/06/2021,3,36.23,6.16
DNK,18/06/2021,8,32.77,12.33
DNK,18/06/2021,13,89.46,17.09
DNK,18/06/2021,17,95.25,68.14
DNK,18/06/2021,21,99.14,97.14
DNK,18/06/2021,23,100.54,100
DNK,25/06/2021,3,49.48,6.39
DNK,25/06/2021,8,39.8,12.76
DNK,25/06/2021,13,90.78,28.89
DNK,25/06/2021,17,95.57,82.07
DNK,25/06/2021,21,99.26,97.81
DNK,25/06/2021,23,100.62,100.26
DNK,2/07/2021,3,58.29,6.74
DNK,2/07/2021,8,45.32,13.67
DNK,2/07/2021,13,91.47,52.13
DNK,2/07/2021,17,95.79,90.12
DNK,2/07/2021,21,99.34,98.3
DNK,2/07/2021,23,100.67,100.5
DNK,9/07/2021,3,66.68,8.16
DNK,9/07/2021,8,56.88,16.35
DNK,9/07/2021,13,92.11,70.76
DNK,9/07/2021,17,96.06,93.37
DNK,9/07/2021,21,99.45,98.68
DNK,9/07/2021,23,100.74,100.67
DNK,16/07/2021,3,70.57,17.77
DNK,16/07/2021,8,66.97,22.94
DNK,16/07/2021,13,92.48,83.52
DNK,16/07/2021,17,96.23,94.62
DNK,16/07/2021,21,99.52,98.94
DNK,16/07/2021,23,100.79,100.82
DNK,23/07/2021,3,73.41,34.36
DNK,23/07/2021,8,73.11,31.69
DNK,23/07/2021,13,92.85,88.22
DNK,23/07/2021,17,96.39,95.35
DNK,23/07/2021,21,99.59,99.15
DNK,23/07/2021,23,100.84,100.94
DNK,30/07/2021,3,74.9,47.91
DNK,30/07/2021,8,76.74,39.11
DNK,30/07/2021,13,93.11,90.09
DNK,30/07/2021,17,96.5,95.74
DNK,30/07/2021,21,99.64,99.28
DNK,30/07/2021,23,100.88,101.03
EST,1/01/2021,3,0.01,0
EST,1/01/2021,8,0.02,0
EST,1/01/2021,13,0.03,0
EST,1/01/2021,17,0.02,0
EST,1/01/2021,21,0,0
EST,1/01/2021,23,0,0
EST,8/01/2021,3,0.6,0
EST,8/01/2021,8,1.08,0
EST,8/01/2021,13,1.51,0
EST,8/01/2021,17,1.27,0
EST,8/01/2021,21,0.53,0
EST,8/01/2021,23,0.22,0
EST,15/01/2021,3,0.93,0.01
EST,15/01/2021,8,1.57,0.01
EST,15/01/2021,13,2.34,0.02
EST,15/01/2021,17,2.12,0.01
EST,15/01/2021,21,1.15,0
EST,15/01/2021,23,1.59,0.04
EST,22/01/2021,3,1.08,0.11
EST,22/01/2021,8,1.84,0.26
EST,22/01/2021,13,2.87,0.36
EST,22/01/2021,17,2.69,0.29
EST,22/01/2021,21,1.78,0.11
EST,22/01/2021,23,3.57,0.12
EST,29/01/2021,3,1.26,0.56
EST,29/01/2021,8,2.13,1.03
EST,29/01/2021,13,3.41,1.47
EST,29/01/2021,17,3.17,1.25
EST,29/01/2021,21,2.27,0.53
EST,29/01/2021,23,4.68,0.29
EST,5/02/2021,3,1.52,0.9
EST,5/02/2021,8,2.54,1.54
EST,5/02/2021,13,4.09,2.34
EST,5/02/2021,17,3.79,2.15
EST,5/02/2021,21,3.31,1.17
EST,5/02/2021,23,7.48,1.64
EST,12/02/2021,3,1.9,1.04
EST,12/02/2021,8,2.8,1.79
EST,12/02/2021,13,4.54,2.82
EST,12/02/2021,17,4.28,2.66
EST,12/02/2021,21,4.91,1.73
EST,12/02/2021,23,14.44,3.32
EST,19/02/2021,3,2.22,1.22
EST,19/02/2021,8,3.64,2.09
EST,19/02/2021,13,6.19,3.34
EST,19/02/2021,17,5.88,3.1
EST,19/02/2021,21,7.15,2.13
EST,19/02/2021,23,19.82,4.3
EST,26/02/2021,3,2.88,1.49
EST,26/02/2021,8,4.92,2.56
EST,26/02/2021,13,8.15,4.11
EST,26/02/2021,17,7.67,3.8
EST,26/02/2021,21,8.03,3.11
EST,26/02/2021,23,23.16,7.03
EST,5/03/2021,3,3.93,1.92
EST,5/03/2021,8,6.42,2.86
EST,5/03/2021,13,11.07,4.62
EST,5/03/2021,17,11.32,4.36
EST,5/03/2021,21,9.57,4.63
EST,5/03/2021,23,27.11,13.7
EST,12/03/2021,3,4.7,2.03
EST,12/03/2021,8,7.93,3.06
EST,12/03/2021,13,14.14,4.98
EST,12/03/2021,17,18.04,4.93
EST,12/03/2021,21,16.91,6.96
EST,12/03/2021,23,32.31,19.32
EST,19/03/2021,3,5.73,2.15
EST,19/03/2021,8,9.34,3.18
EST,19/03/2021,13,16.66,5.17
EST,19/03/2021,17,21.59,5.17
EST,19/03/2021,21,24.2,7.99
EST,19/03/2021,23,36.46,22.71
EST,26/03/2021,3,6.16,2.23
EST,26/03/2021,8,10.18,3.3
EST,26/03/2021,13,18.39,5.36
EST,26/03/2021,17,25.04,5.45
EST,26/03/2021,21,33.02,8.9
EST,26/03/2021,23,41.82,25.3
EST,2/04/2021,3,6.66,2.31
EST,2/04/2021,8,11.23,3.43
EST,2/04/2021,13,21.39,5.65
EST,2/04/2021,17,31.17,6.1
EST,2/04/2021,21,40.99,11.94
EST,2/04/2021,23,45.73,29.5
EST,9/04/2021,3,7.02,2.41
EST,9/04/2021,8,12.07,3.62
EST,9/04/2021,13,23.72,6.05
EST,9/04/2021,17,36.66,6.69
EST,9/04/2021,21,51.32,14.26
EST,9/04/2021,23,50.76,31.65
EST,16/04/2021,3,7.39,2.63
EST,16/04/2021,8,12.99,4.36
EST,16/04/2021,13,26.31,7.59
EST,16/04/2021,17,42.09,8.44
EST,16/04/2021,21,59.08,15.8
EST,16/04/2021,23,53.86,32.57
EST,23/04/2021,3,7.91,3.04
EST,23/04/2021,8,14.08,5.4
EST,23/04/2021,13,29.21,9.38
EST,23/04/2021,17,46.65,10.46
EST,23/04/2021,21,62.82,18.49
EST,23/04/2021,23,55.58,33.86
EST,30/04/2021,3,8.85,4.15
EST,30/04/2021,8,15.79,7
EST,30/04/2021,13,33.75,12.39
EST,30/04/2021,17,50.91,14.49
EST,30/04/2021,21,65.61,22.48
EST,30/04/2021,23,57.27,37.23
EST,7/05/2021,3,10.02,4.99
EST,7/05/2021,8,18.01,8.51
EST,7/05/2021,13,41.61,15.95
EST,7/05/2021,17,54.63,20.6
EST,7/05/2021,21,67.33,30.31
EST,7/05/2021,23,58.38,42.13
EST,14/05/2021,3,11.19,5.47
EST,14/05/2021,8,20.7,9.49
EST,14/05/2021,13,46.77,17.87
EST,14/05/2021,17,56.87,23.68
EST,14/05/2021,21,68.29,35.3
EST,14/05/2021,23,59.35,45.4
EST,21/05/2021,3,12.98,6.42
EST,21/05/2021,8,26.63,11.32
EST,21/05/2021,13,49.17,20.33
EST,21/05/2021,17,58,27.52
EST,21/05/2021,21,68.88,42.93
EST,21/05/2021,23,60.04,50.19
EST,28/05/2021,3,19.96,8.6
EST,28/05/2021,8,31.1,13.41
EST,28/05/2021,13,50.58,23.64
EST,28/05/2021,17,58.83,32.77
EST,28/05/2021,21,69.44,50.25
EST,28/05/2021,23,60.69,53.46
EST,4/06/2021,3,25.53,10.4
EST,4/06/2021,8,35.14,15.6
EST,4/06/2021,13,52.03,27.59
EST,4/06/2021,17,59.72,38.75
EST,4/06/2021,21,69.95,54.92
EST,4/06/2021,23,61.19,55.37
EST,11/06/2021,3,29.95,12.83
EST,11/06/2021,8,38.13,18.71
EST,11/06/2021,13,53.34,34.95
EST,11/06/2021,17,60.55,45.65
EST,11/06/2021,21,70.4,59.65
EST,11/06/2021,23,61.62,57.52
EST,18/06/2021,3,33.34,15.26
EST,18/06/2021,8,40.6,22.97
EST,18/06/2021,13,54.71,44.18
EST,18/06/2021,17,61.37,51.87
EST,18/06/2021,21,70.81,63.93
EST,18/06/2021,23,61.97,59.1
EST,25/06/2021,3,34.67,16.96
EST,25/06/2021,8,41.6,25.05
EST,25/06/2021,13,55.27,47.4
EST,25/06/2021,17,61.68,54.81
EST,25/06/2021,21,70.94,66.04
EST,25/06/2021,23,62.09,59.7
EST,2/07/2021,3,36.41,19.29
EST,2/07/2021,8,42.99,30.4
EST,2/07/2021,13,56.25,50.22
EST,2/07/2021,17,62.36,57.83
EST,2/07/2021,21,71.27,68.43
EST,2/07/2021,23,62.35,60.51
EST,9/07/2021,3,38.31,24.46
EST,9/07/2021,8,44.61,34.29
EST,9/07/2021,13,57.47,51.77
EST,9/07/2021,17,63.19,59.01
EST,9/07/2021,21,71.68,69.22
EST,9/07/2021,23,62.65,61.01
EST,16/07/2021,3,40.25,29.05
EST,16/07/2021,8,46.19,37.72
EST,16/07/2021,13,58.71,53.29
EST,16/07/2021,17,63.94,59.96
EST,16/07/2021,21,72.05,69.71
EST,16/07/2021,23,62.93,61.37
EST,23/07/2021,3,43.63,33.67
EST,23/07/2021,8,48.24,41
EST,23/07/2021,13,60.28,54.98
EST,23/07/2021,17,65.07,61.08
EST,23/07/2021,21,72.69,70.26
EST,23/07/2021,23,63.34,61.81
EST,30/07/2021,3,46.16,36.56
EST,30/07/2021,8,50.09,43.09
EST,30/07/2021,13,61.72,56.3
EST,30/07/2021,17,66.07,61.97
EST,30/07/2021,21,73.19,70.7
EST,30/07/2021,23,63.68,62.07
EST,6/08/2021,3,47.87,37.68
EST,6/08/2021,8,51.35,44.01
EST,6/08/2021,13,62.61,56.94
EST,6/08/2021,17,66.63,62.37
EST,6/08/2021,21,73.51,70.89
EST,6/08/2021,23,63.95,62.25
FIN,1/01/2021,3,0,0
FIN,1/01/2021,8,0,0
FIN,1/01/2021,13,0,0
FIN,1/01/2021,17,0,0
FIN,1/01/2021,21,0,0
FIN,1/01/2021,23,0,0
FIN,8/01/2021,3,0.17,0
FIN,8/01/2021,8,0.71,0
FIN,8/01/2021,13,0.65,0
FIN,8/01/2021,17,0.29,0
FIN,8/01/2021,21,0.08,0
FIN,8/01/2021,23,0.34,0
FIN,15/01/2021,3,0.48,0
FIN,15/01/2021,8,1.67,0
FIN,15/01/2021,13,1.78,0
FIN,15/01/2021,17,0.9,0
FIN,15/01/2021,21,0.5,0
FIN,15/01/2021,23,2.79,0
FIN,22/01/2021,3,0.91,0.03
FIN,22/01/2021,8,2.52,0.18
FIN,22/01/2021,13,2.97,0.16
FIN,22/01/2021,17,1.67,0.06
FIN,22/01/2021,21,1.39,0
FIN,22/01/2021,23,8.21,0
FIN,29/01/2021,3,1.22,0.15
FIN,29/01/2021,8,3.01,0.66
FIN,29/01/2021,13,3.69,0.61
FIN,29/01/2021,17,2.17,0.27
FIN,29/01/2021,21,2.15,0.06
FIN,29/01/2021,23,14.17,0.27
FIN,5/02/2021,3,1.35,0.4
FIN,5/02/2021,8,3.23,1.51
FIN,5/02/2021,13,3.99,1.58
FIN,5/02/2021,17,2.4,0.79
FIN,5/02/2021,21,2.49,0.35
FIN,5/02/2021,23,18.09,1.89
FIN,12/02/2021,3,1.46,0.54
FIN,12/02/2021,8,3.44,1.85
FIN,12/02/2021,13,4.3,2.04
FIN,12/02/2021,17,2.91,1.06
FIN,12/02/2021,21,3.26,0.56
FIN,12/02/2021,23,26.09,3.05
FIN,19/02/2021,3,1.64,0.58
FIN,19/02/2021,8,3.77,1.94
FIN,19/02/2021,13,4.94,2.17
FIN,19/02/2021,17,4.65,1.15
FIN,19/02/2021,21,4.89,0.66
FIN,19/02/2021,23,40.58,3.84
FIN,26/02/2021,3,1.77,0.62
FIN,26/02/2021,8,4.06,2.01
FIN,26/02/2021,13,5.96,2.27
FIN,26/02/2021,17,7.61,1.22
FIN,26/02/2021,21,7.39,0.77
FIN,26/02/2021,23,55.19,5.56
FIN,5/03/2021,3,1.92,0.63
FIN,5/03/2021,8,4.39,2.02
FIN,5/03/2021,13,7.49,2.29
FIN,5/03/2021,17,11.1,1.24
FIN,5/03/2021,21,12.18,0.82
FIN,5/03/2021,23,68.39,6.33
FIN,12/03/2021,3,2.11,0.63
FIN,12/03/2021,8,4.9,2.04
FIN,12/03/2021,13,9.49,2.3
FIN,12/03/2021,17,14.25,1.25
FIN,12/03/2021,21,20.25,0.82
FIN,12/03/2021,23,78.31,6.46
FIN,19/03/2021,3,2.3,0.64
FIN,19/03/2021,8,5.39,2.06
FIN,19/03/2021,13,11.07,2.33
FIN,19/03/2021,17,16.9,1.27
FIN,19/03/2021,21,32.67,0.85
FIN,19/03/2021,23,83.7,6.57
FIN,26/03/2021,3,2.34,0.65
FIN,26/03/2021,8,5.48,2.08
FIN,26/03/2021,13,11.34,2.36
FIN,26/03/2021,17,17.84,1.29
FIN,26/03/2021,21,48.6,0.86
FIN,26/03/2021,23,86.7,6.62
FIN,2/04/2021,3,2.47,0.66
FIN,2/04/2021,8,5.74,2.1
FIN,2/04/2021,13,11.84,2.38
FIN,2/04/2021,17,20.24,1.31
FIN,2/04/2021,21,66.61,0.89
FIN,2/04/2021,23,88.37,6.74
FIN,9/04/2021,3,2.85,0.71
FIN,9/04/2021,8,6.6,2.19
FIN,9/04/2021,13,13.61,2.53
FIN,9/04/2021,17,26.82,1.41
FIN,9/04/2021,21,82.13,1.03
FIN,9/04/2021,23,89.43,7.45
FIN,16/04/2021,3,3.76,0.93
FIN,16/04/2021,8,8.49,2.61
FIN,16/04/2021,13,17.38,3.16
FIN,16/04/2021,17,39.52,1.85
FIN,16/04/2021,21,90.26,1.58
FIN,16/04/2021,23,90.46,11.06
FIN,23/04/2021,3,4.75,1.16
FIN,23/04/2021,8,10.46,2.98
FIN,23/04/2021,13,23.07,3.68
FIN,23/04/2021,17,52.87,2.24
FIN,23/04/2021,21,92.75,2.17
FIN,23/04/2021,23,91.06,15.19
FIN,30/04/2021,3,5.88,1.26
FIN,30/04/2021,8,12.27,3.14
FIN,30/04/2021,13,32.62,3.92
FIN,30/04/2021,17,64.55,2.46
FIN,30/04/2021,21,93.84,2.59
FIN,30/04/2021,23,91.38,17.89
FIN,7/05/2021,3,6.72,1.35
FIN,7/05/2021,8,14.11,3.33
FIN,7/05/2021,13,46.46,4.22
FIN,7/05/2021,17,73.46,3.02
FIN,7/05/2021,21,94.58,3.41
FIN,7/05/2021,23,91.75,25.67
FIN,14/05/2021,3,7.33,1.48
FIN,14/05/2021,8,16.82,3.6
FIN,14/05/2021,13,57.2,4.79
FIN,14/05/2021,17,78.02,4.62
FIN,14/05/2021,21,95.1,4.9
FIN,14/05/2021,23,92.12,39.3
FIN,21/05/2021,3,7.92,1.63
FIN,21/05/2021,8,21.47,3.91
FIN,21/05/2021,13,66.58,5.85
FIN,21/05/2021,17,81.49,7.73
FIN,21/05/2021,21,95.57,7.27
FIN,21/05/2021,23,92.83,54
FIN,28/05/2021,3,8.48,1.8
FIN,28/05/2021,8,27.18,4.28
FIN,28/05/2021,13,72.77,7.37
FIN,28/05/2021,17,83.42,11.14
FIN,28/05/2021,21,95.97,11.93
FIN,28/05/2021,23,93.21,67.16
FIN,4/06/2021,3,9.4,1.98
FIN,4/06/2021,8,34.74,4.78
FIN,4/06/2021,13,76.74,9.3
FIN,4/06/2021,17,84.8,14.38
FIN,4/06/2021,21,96.43,19.98
FIN,4/06/2021,23,93.57,76.68
FIN,11/06/2021,3,11.64,2.18
FIN,11/06/2021,8,44.99,5.25
FIN,11/06/2021,13,79.44,10.78
FIN,11/06/2021,17,85.92,17.23
FIN,11/06/2021,21,96.83,31.95
FIN,11/06/2021,23,93.77,82.27
FIN,18/06/2021,3,17.33,2.27
FIN,18/06/2021,8,55.31,5.42
FIN,18/06/2021,13,80.86,11.17
FIN,18/06/2021,17,86.6,18.65
FIN,18/06/2021,21,97.19,48.35
FIN,18/06/2021,23,93.92,85.53
FIN,25/06/2021,3,24.64,2.43
FIN,25/06/2021,8,60.41,5.74
FIN,25/06/2021,13,81.5,11.81
FIN,25/06/2021,17,86.95,20.85
FIN,25/06/2021,21,97.43,65.28
FIN,25/06/2021,23,94.01,87.11
FIN,2/07/2021,3,36.91,2.94
FIN,2/07/2021,8,64.66,6.83
FIN,2/07/2021,13,82.24,13.9
FIN,2/07/2021,17,87.46,27.58
FIN,2/07/2021,21,97.86,80.59
FIN,2/07/2021,23,94.12,88.26
FIN,9/07/2021,3,45.55,3.79
FIN,9/07/2021,8,67.2,8.66
FIN,9/07/2021,13,82.92,18.14
FIN,9/07/2021,17,88.01,40.36
FIN,9/07/2021,21,98.25,88.56
FIN,9/07/2021,23,94.24,89.05
FIN,16/07/2021,3,51.76,4.67
FIN,16/07/2021,8,69.24,10.43
FIN,16/07/2021,13,83.56,24.64
FIN,16/07/2021,17,88.6,52.33
FIN,16/07/2021,21,98.44,91.46
FIN,16/07/2021,23,94.33,89.48
FIN,23/07/2021,3,56.34,5.76
FIN,23/07/2021,8,70.86,12.64
FIN,23/07/2021,13,84.25,34.77
FIN,23/07/2021,17,89.05,63.54
FIN,23/07/2021,21,98.6,92.75
FIN,23/07/2021,23,94.42,89.77
FIN,30/07/2021,3,60.26,6.7
FIN,30/07/2021,8,72.57,15.7
FIN,30/07/2021,13,85.01,46.42
FIN,30/07/2021,17,89.53,72
FIN,30/07/2021,21,98.77,93.6
FIN,30/07/2021,23,94.51,90
FIN,6/08/2021,3,61.44,7.04
FIN,6/08/2021,8,73.1,17.3
FIN,6/08/2021,13,85.23,50.74
FIN,6/08/2021,17,89.67,74.2
FIN,6/08/2021,21,98.83,93.87
FIN,6/08/2021,23,94.54,90.07
FRA,8/01/2021,3,0.01,0
FRA,8/01/2021,8,0.07,0
FRA,8/01/2021,13,0.44,0
FRA,8/01/2021,17,0.28,0
FRA,8/01/2021,21,0.16,0
FRA,8/01/2021,23,0.4,0
FRA,15/01/2021,3,0.06,0
FRA,15/01/2021,8,0.36,0
FRA,15/01/2021,13,1.74,0
FRA,15/01/2021,17,1.03,0
FRA,15/01/2021,21,0.84,0
FRA,15/01/2021,23,2.06,0
FRA,22/01/2021,3,0.12,0
FRA,22/01/2021,8,0.66,0
FRA,22/01/2021,13,2.71,0
FRA,22/01/2021,17,1.73,0
FRA,22/01/2021,21,4.05,0
FRA,22/01/2021,23,8.87,0.01
FRA,29/01/2021,3,0.16,0
FRA,29/01/2021,8,0.85,0.03
FRA,29/01/2021,13,3.22,0.21
FRA,29/01/2021,17,2.21,0.12
FRA,29/01/2021,21,6.92,0.08
FRA,29/01/2021,23,14.77,0.24
FRA,5/02/2021,3,0.19,0.03
FRA,5/02/2021,8,0.97,0.18
FRA,5/02/2021,13,3.51,0.99
FRA,5/02/2021,17,2.53,0.58
FRA,5/02/2021,21,9.06,0.43
FRA,5/02/2021,23,18.89,1.3
FRA,12/02/2021,3,0.3,0.08
FRA,12/02/2021,8,1.26,0.45
FRA,12/02/2021,13,3.85,1.95
FRA,12/02/2021,17,2.88,1.19
FRA,12/02/2021,21,10.95,1.6
FRA,12/02/2021,23,22.24,4.63
FRA,19/02/2021,3,0.46,0.12
FRA,19/02/2021,8,1.59,0.67
FRA,19/02/2021,13,4.18,2.67
FRA,19/02/2021,17,3.2,1.74
FRA,19/02/2021,21,12.17,4.27
FRA,19/02/2021,23,24.44,9.86
FRA,26/02/2021,3,0.64,0.15
FRA,26/02/2021,8,1.92,0.81
FRA,26/02/2021,13,5.12,3.06
FRA,26/02/2021,17,4.17,2.12
FRA,26/02/2021,21,13.6,6.77
FRA,26/02/2021,23,26.8,14.42
FRA,5/03/2021,3,0.88,0.18
FRA,5/03/2021,8,2.4,0.92
FRA,5/03/2021,13,7.07,3.34
FRA,5/03/2021,17,6.81,2.43
FRA,5/03/2021,21,18.04,8.83
FRA,5/03/2021,23,32.03,18.01
FRA,12/03/2021,3,1.18,0.21
FRA,12/03/2021,8,3.04,1.03
FRA,12/03/2021,13,9.15,3.57
FRA,12/03/2021,17,10.51,2.73
FRA,12/03/2021,21,24.81,10.64
FRA,12/03/2021,23,38.48,21.14
FRA,19/03/2021,3,1.34,0.23
FRA,19/03/2021,8,3.43,1.12
FRA,19/03/2021,13,10.21,3.73
FRA,19/03/2021,17,12.88,2.97
FRA,19/03/2021,21,31.39,11.82
FRA,19/03/2021,23,45.88,23.22
FRA,26/03/2021,3,1.61,0.26
FRA,26/03/2021,8,4.06,1.2
FRA,26/03/2021,13,12.32,3.89
FRA,26/03/2021,17,18.06,3.23
FRA,26/03/2021,21,41.32,13.22
FRA,26/03/2021,23,53.39,25.51
FRA,2/04/2021,3,2.04,0.29
FRA,2/04/2021,8,4.95,1.3
FRA,2/04/2021,13,14.49,4.14
FRA,2/04/2021,17,22.66,3.74
FRA,2/04/2021,21,50.77,16.33
FRA,2/04/2021,23,58.67,30.21
FRA,9/04/2021,3,2.52,0.33
FRA,9/04/2021,8,5.89,1.46
FRA,9/04/2021,13,17,4.52
FRA,9/04/2021,17,27.73,4.57
FRA,9/04/2021,21,59.85,20.29
FRA,9/04/2021,23,62.9,35.71
FRA,16/04/2021,3,3.01,0.44
FRA,16/04/2021,8,6.88,1.75
FRA,16/04/2021,13,20.56,5.13
FRA,16/04/2021,17,35.28,5.94
FRA,16/04/2021,21,67.51,25.7
FRA,16/04/2021,23,66.66,42.55
FRA,23/04/2021,3,3.42,0.68
FRA,23/04/2021,8,7.78,2.3
FRA,23/04/2021,13,24.12,6.15
FRA,23/04/2021,17,43.45,7.84
FRA,23/04/2021,21,72.17,32.1
FRA,23/04/2021,23,69.13,48.95
FRA,30/04/2021,3,3.98,1
FRA,30/04/2021,8,9.16,3
FRA,30/04/2021,13,28.69,7.44
FRA,30/04/2021,17,52.38,10.02
FRA,30/04/2021,21,76.5,38.74
FRA,30/04/2021,23,71.5,53.03
FRA,7/05/2021,3,5.17,1.47
FRA,7/05/2021,8,12.22,3.99
FRA,7/05/2021,13,34.39,9.46
FRA,7/05/2021,17,59.25,13.2
FRA,7/05/2021,21,79.75,46.2
FRA,7/05/2021,23,73.37,56.47
FRA,14/05/2021,3,8.28,1.81
FRA,14/05/2021,8,17.15,4.72
FRA,14/05/2021,13,42.81,11.33
FRA,14/05/2021,17,63.96,17.13
FRA,14/05/2021,21,82.03,51.67
FRA,14/05/2021,23,74.71,58.87
FRA,21/05/2021,3,13.34,2.14
FRA,21/05/2021,8,23.53,5.38
FRA,21/05/2021,13,50.82,13.22
FRA,21/05/2021,17,67.92,20.83
FRA,21/05/2021,21,83.99,55.1
FRA,21/05/2021,23,75.93,60.4
FRA,28/05/2021,3,18.74,2.51
FRA,28/05/2021,8,29.47,6.16
FRA,28/05/2021,13,56.31,15.61
FRA,28/05/2021,17,70.57,25.69
FRA,28/05/2021,21,85.35,59.02
FRA,28/05/2021,23,76.83,62.02
FRA,4/06/2021,3,25.97,3.02
FRA,4/06/2021,8,36.35,7.25
FRA,4/06/2021,13,60.8,18.82
FRA,4/06/2021,17,72.94,33.28
FRA,4/06/2021,21,86.67,63.67
FRA,4/06/2021,23,77.78,63.93
FRA,11/06/2021,3,33.09,3.8
FRA,11/06/2021,8,42.57,8.96
FRA,11/06/2021,13,64.35,22.9
FRA,11/06/2021,17,74.87,41.6
FRA,11/06/2021,21,87.8,68.16
FRA,11/06/2021,23,78.59,65.95
FRA,18/06/2021,3,37.96,5.36
FRA,18/06/2021,8,46.64,12.36
FRA,18/06/2021,13,66.71,28.88
FRA,18/06/2021,17,76.24,49.48
FRA,18/06/2021,21,88.65,72.75
FRA,18/06/2021,23,79.21,67.97
FRA,25/06/2021,3,41.74,9.01
FRA,25/06/2021,8,49.41,17.66
FRA,25/06/2021,13,68.41,37.24
FRA,25/06/2021,17,77.27,55.43
FRA,25/06/2021,21,89.3,76.06
FRA,25/06/2021,23,79.69,69.58
FRA,2/07/2021,3,44.98,14.44
FRA,2/07/2021,8,51.73,24.02
FRA,2/07/2021,13,69.95,45.11
FRA,2/07/2021,17,78.24,60.5
FRA,2/07/2021,21,89.91,78.68
FRA,2/07/2021,23,80.14,70.97
