iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
IRL,2021/07/13,4852021,2800313,2123816,60603,52146,98.26,56.71,43.01,10561
IRL,2021/07/14,4912457,2822618,2161989,60436,51061,99.49,57.16,43.78,10341
IRL,2021/07/15,4995719,2900560,2192228,83262,54282,101.17,58.74,44.4,10993
IRL,2021/07/16,5106392,,,110673,61420,103.41,,,12439
IRL,2021/07/17,5142677,,,36285,62214,104.15,,,12600
IRL,2021/07/18,5178067,,,35390,62740,104.87,,,12706
IRL,2021/07/19,5230100,,,52033,62669,105.92,,,12692
IRL,2021/07/20,5285596,,,55496,61939,107.04,,,12544
IRL,2021/07/21,5344686,3026154,2490646,59090,61747,108.24,61.29,50.44,12505
IRL,2021/07/22,5437340,3084093,2531260,92654,63089,110.12,62.46,51.26,12777
IRL,2021/07/23,5496420,3119312,2560284,59080,55718,111.31,63.17,51.85,11284
IRL,2021/07/24,,,,,54487,,,,11035
IRL,2021/07/25,5551754,3148266,2590420,,53384,112.43,63.76,52.46,10811
IRL,2021/07/26,,,,,54263,,,,10989
IRL,2021/07/27,5668124,3218343,2652549,,54647,114.79,65.18,53.72,11067
IRL,2021/07/28,5726222,3248996,2686260,58098,54505,115.97,65.8,54.4,11038
IRL,2021/07/29,,,,,48182,,,,9758
IRL,2021/07/30,5823011,3292726,2745555,,46656,117.93,66.68,55.6,9449
IRL,2021/07/31,5849924,3307341,2758980,26913,46548,118.47,66.98,55.87,9427
IRL,2021/08/01,5871111,3319049,2768882,21187,45622,118.9,67.22,56.08,9239
IRL,2021/08/02,5903118,3334752,2785404,32007,41883,119.55,67.54,56.41,8482
IRL,2021/08/03,5948704,3353969,2812862,45586,40083,120.47,67.92,56.97,8118
IRL,2021/08/04,5992433,3379110,2833014,43729,38030,121.36,68.43,57.37,7702
IRL,2021/08/05,6039994,3394945,2866238,47561,37911,122.32,68.75,58.05,7678
IRL,2021/08/06,,,,,34908,,,,7070
IRL,2021/08/07,6094737,3416376,2901173,,34973,123.43,69.19,58.75,7083
IMN,2021/01/21,3558,,,,,4.18,,,
IMN,2021/01/22,3648,,,90,90,4.29,,,1058
IMN,2021/01/23,,,,,138,,,,1623
IMN,2021/01/24,,,,,155,,,,1823
IMN,2021/01/25,4209,3897,312,,163,4.95,4.58,0.37,1917
IMN,2021/01/26,4886,4247,639,677,266,5.75,4.99,0.75,3128
IMN,2021/01/27,,,,,331,,,,3893
IMN,2021/01/28,,,,,378,,,,4445
IMN,2021/01/29,6859,5829,1030,,459,8.07,6.86,1.21,5398
IMN,2021/01/30,,,,,484,,,,5692
IMN,2021/01/31,,,,,508,,,,5974
IMN,2021/02/01,,,,,533,,,,6268
IMN,2021/02/02,8302,6883,1419,,488,9.76,8.09,1.67,5739
IMN,2021/02/03,9563,7387,2176,1261,574,11.25,8.69,2.56,6750
IMN,2021/02/04,10213,8030,2183,650,573,12.01,9.44,2.57,6739
IMN,2021/02/05,10224,8041,2183,11,481,12.02,9.46,2.57,5657
IMN,2021/02/06,10852,8669,2183,628,519,12.76,10.19,2.57,6104
IMN,2021/02/07,11247,9063,2184,395,524,13.23,10.66,2.57,6162
IMN,2021/02/08,11654,9466,2188,407,530,13.71,11.13,2.57,6233
IMN,2021/02/09,12026,9469,2557,372,532,14.14,11.14,3.01,6256
IMN,2021/02/10,12441,9485,2956,415,411,14.63,11.15,3.48,4833
IMN,2021/02/11,,,,,369,,,,4340
IMN,2021/02/12,,,,,417,,,,4904
IMN,2021/02/13,13497,10170,3327,,378,15.87,11.96,3.91,4445
IMN,2021/02/14,13733,10405,3328,236,355,16.15,12.24,3.91,4175
IMN,2021/02/15,,,,,336,,,,3951
IMN,2021/02/16,14272,10678,3594,,321,16.78,12.56,4.23,3775
IMN,2021/02/17,14806,10949,3857,534,338,17.41,12.88,4.54,3975
IMN,2021/02/18,15294,11184,4110,488,357,17.99,13.15,4.83,4198
IMN,2021/02/19,17150,12467,4683,1856,572,20.17,14.66,5.51,6727
IMN,2021/02/20,17180,12468,4712,30,526,20.2,14.66,5.54,6186
IMN,2021/02/21,,,,,537,,,,6315
IMN,2021/02/22,17807,13075,4732,,544,20.94,15.38,5.56,6398
IMN,2021/02/23,18041,13077,4964,234,538,21.22,15.38,5.84,6327
IMN,2021/02/24,18323,13122,5201,282,502,21.55,15.43,6.12,5904
IMN,2021/02/25,18795,13286,5509,472,500,22.1,15.62,6.48,5880
IMN,2021/02/26,19884,13600,6284,1089,391,23.38,15.99,7.39,4598
IMN,2021/02/27,20831,13883,6948,947,522,24.5,16.33,8.17,6139
IMN,2021/02/28,21452,14123,7329,621,566,25.23,16.61,8.62,6656
IMN,2021/03/01,21998,14316,7682,546,599,25.87,16.84,9.03,7044
IMN,2021/03/02,22785,15084,7701,787,678,26.8,17.74,9.06,7973
IMN,2021/03/03,23429,15719,7710,644,729,27.55,18.49,9.07,8573
IMN,2021/03/04,23438,15727,7711,9,663,27.56,18.5,9.07,7797
IMN,2021/03/05,23883,15792,8091,445,571,28.09,18.57,9.52,6715
IMN,2021/03/06,24309,15824,8485,426,497,28.59,18.61,9.98,5845
IMN,2021/03/07,24798,15832,8966,489,478,29.16,18.62,10.54,5621
IMN,2021/03/08,25086,15833,9253,288,441,29.5,18.62,10.88,5186
IMN,2021/03/09,26172,16910,9262,1086,484,30.78,19.89,10.89,5692
IMN,2021/03/10,27326,18043,9283,1154,557,32.14,21.22,10.92,6550
IMN,2021/03/11,28431,19138,9293,1105,713,33.44,22.51,10.93,8385
IMN,2021/03/12,29794,19885,9909,1363,844,35.04,23.39,11.65,9926
IMN,2021/03/13,31026,19926,11100,1232,960,36.49,23.43,13.05,11290
IMN,2021/03/14,32027,20690,11337,1001,1033,37.66,24.33,13.33,12148
IMN,2021/03/15,32742,21405,11337,715,1094,38.51,25.17,13.33,12866
IMN,2021/03/16,33335,21995,11340,593,1023,39.2,25.87,13.34,12031
IMN,2021/03/17,,,,,858,,,,10090
IMN,2021/03/18,33336,21996,11340,,701,39.2,25.87,13.34,8244
IMN,2021/03/19,,,,,728,,,,8561
IMN,2021/03/20,,,,,773,,,,9091
IMN,2021/03/21,,,,,852,,,,10020
IMN,2021/03/22,,,,,971,,,,11419
IMN,2021/03/23,,,,,1108,,,,13030
IMN,2021/03/24,,,,,1329,,,,15629
IMN,2021/03/25,,,,,1551,,,,18240
IMN,2021/03/26,,,,,1551,,,,18240
IMN,2021/03/27,47294,32286,15008,,1551,55.62,37.97,17.65,18240
IMN,2021/03/28,,,,,1448,,,,17029
IMN,2021/03/29,,,,,1345,,,,15818
IMN,2021/03/30,49787,34480,15307,,1242,58.55,40.55,18,14606
IMN,2021/03/31,50426,35115,15311,639,1112,59.3,41.3,18.01,13077
IMN,2021/04/01,51602,36290,15312,1176,1059,60.69,42.68,18.01,12454
IMN,2021/04/02,52831,37491,15340,1229,1013,62.13,44.09,18.04,11913
IMN,2021/04/03,54075,38727,15348,1244,969,63.59,45.54,18.05,11396
IMN,2021/04/04,54480,39132,15348,405,908,64.07,46.02,18.05,10678
IMN,2021/04/05,54923,39575,15348,443,852,64.59,46.54,18.05,10020
IMN,2021/04/06,56040,40692,15348,1117,893,65.9,47.85,18.05,10502
IMN,2021/04/07,57234,41846,15388,1194,973,67.31,49.21,18.1,11443
IMN,2021/04/08,58497,43094,15403,1263,985,68.79,50.68,18.11,11584
IMN,2021/04/09,59758,44343,15415,1261,990,70.28,52.15,18.13,11643
IMN,2021/04/10,60889,45462,15427,1131,973,71.61,53.46,18.14,11443
IMN,2021/04/11,61296,45855,15441,407,974,72.09,53.93,18.16,11455
IMN,2021/04/12,61699,46245,15454,403,968,72.56,54.39,18.17,11384
IMN,2021/04/13,62899,47438,15461,1200,980,73.97,55.79,18.18,11525
IMN,2021/04/14,63488,48021,15467,589,893,74.66,56.47,18.19,10502
IMN,2021/04/15,63674,48205,15469,186,740,74.88,56.69,18.19,8703
IMN,2021/04/16,64099,48625,15474,425,620,75.38,57.18,18.2,7291
IMN,2021/04/17,64481,49004,15477,382,513,75.83,57.63,18.2,6033
IMN,2021/04/18,65085,49608,15477,604,541,76.54,58.34,18.2,6362
IMN,2021/04/19,65675,50191,15484,590,568,77.24,59.03,18.21,6680
IMN,2021/04/20,66414,50923,15491,739,502,78.1,59.89,18.22,5904
IMN,2021/04/21,67082,51585,15497,668,513,78.89,60.67,18.22,6033
IMN,2021/04/22,67915,52407,15508,833,606,79.87,61.63,18.24,7127
IMN,2021/04/23,68442,52864,15578,527,620,80.49,62.17,18.32,7291
IMN,2021/04/24,,,,,653,,,,7679
IMN,2021/04/25,69658,54002,15656,,653,81.92,63.51,18.41,7679
IMN,2021/04/26,70249,54555,15694,591,653,82.61,64.16,18.46,7679
IMN,2021/04/27,70810,55110,15700,561,628,83.27,64.81,18.46,7385
IMN,2021/04/28,71703,55945,15758,893,660,84.32,65.79,18.53,7762
IMN,2021/04/29,72617,56844,15773,914,672,85.4,66.85,18.55,7903
IMN,2021/04/30,,,,,597,,,,7021
IMN,2021/05/01,72626,56849,15777,,511,85.41,66.86,18.55,6010
IMN,2021/05/02,,,,,427,,,,5022
IMN,2021/05/03,72673,56896,15777,,346,85.47,66.91,18.55,4069
IMN,2021/05/04,73471,57681,15790,798,380,86.4,67.83,18.57,4469
IMN,2021/05/05,,,,,363,,,,4269
IMN,2021/05/06,75013,59217,15796,,342,88.22,69.64,18.58,4022
IMN,2021/05/07,,,,,343,,,,4034
IMN,2021/05/08,75037,59238,15799,,344,88.25,69.67,18.58,4046
IMN,2021/05/09,75783,59932,15851,746,448,89.12,70.48,18.64,5269
IMN,2021/05/10,,,,,489,,,,5751
IMN,2021/05/11,76403,60512,15891,,419,89.85,71.16,18.69,4928
IMN,2021/05/12,76977,61081,15896,574,391,90.53,71.83,18.69,4598
IMN,2021/05/13,,,,,315,,,,3704
IMN,2021/05/14,,,,,347,,,,4081
IMN,2021/05/15,,,,,380,,,,4469
IMN,2021/05/16,,,,,308,,,,3622
IMN,2021/05/17,,,,,298,,,,3505
IMN,2021/05/18,78417,61120,17297,,288,92.22,71.88,20.34,3387
IMN,2021/05/19,79300,61145,18155,883,332,93.26,71.91,21.35,3904
IMN,2021/05/20,80356,61170,19186,1056,448,94.5,71.94,22.56,5269
IMN,2021/05/21,81423,61184,20239,1067,567,95.76,71.95,23.8,6668
IMN,2021/05/22,81855,61195,20660,432,594,96.26,71.97,24.3,6986
IMN,2021/05/23,83163,61214,21949,1308,747,97.8,71.99,25.81,8785
IMN,2021/05/24,83831,61243,22588,668,808,98.59,72.02,26.56,9502
IMN,2021/05/25,85971,61271,24700,2140,1079,101.1,72.06,29.05,12689
IMN,2021/05/26,86707,61282,25425,736,1058,101.97,72.07,29.9,12442
IMN,2021/05/27,87476,61306,26170,769,1017,102.87,72.1,30.78,11960
IMN,2021/05/28,89077,61312,27765,1601,1093,104.76,72.1,32.65,12854
IMN,2021/05/29,89507,61315,28192,430,1093,105.26,72.11,33.15,12854
IMN,2021/05/30,,,,,913,,,,10737
IMN,2021/05/31,,,,,823,,,,9679
IMN,2021/06/01,,,,,524,,,,6162
IMN,2021/06/02,,,,,425,,,,4998
IMN,2021/06/03,89727,61315,28412,,322,105.52,72.11,33.41,3787
IMN,2021/06/04,,,,,94,,,,1105
IMN,2021/06/05,,,,,34,,,,400
IMN,2021/06/06,,,,,29,,,,341
IMN,2021/06/07,,,,,24,,,,282
IMN,2021/06/08,,,,,19,,,,223
IMN,2021/06/09,89784,61317,28467,,14,105.59,72.11,33.48,165
IMN,2021/06/10,,,,,34,,,,400
IMN,2021/06/11,,,,,58,,,,682
IMN,2021/06/12,,,,,82,,,,964
IMN,2021/06/13,,,,,106,,,,1247
IMN,2021/06/14,90677,62162,28515,,130,106.64,73.1,33.53,1529
IMN,2021/06/15,90991,62400,28591,314,174,107.01,73.38,33.62,2046
IMN,2021/06/16,91896,62407,29489,905,302,108.07,73.39,34.68,3552
IMN,2021/06/17,93033,,,1137,439,109.41,,,5163
IMN,2021/06/18,,,,,527,,,,6198
IMN,2021/06/19,94630,,,,616,111.29,,,7244
IMN,2021/06/20,95763,62417,33346,1133,752,112.62,73.4,39.22,8844
IMN,2021/06/21,,,,,842,,,,9902
IMN,2021/06/22,97379,62418,34961,,913,114.52,73.41,41.12,10737
IMN,2021/06/23,98546,62420,36126,1167,950,115.89,73.41,42.49,11172
IMN,2021/06/24,99842,62509,37333,1296,973,117.42,73.51,43.9,11443
IMN,2021/06/25,100971,62522,38449,1129,1020,118.74,73.53,45.22,11995
IMN,2021/06/26,,,,,1062,,,,12489
IMN,2021/06/27,,,,,1057,,,,12431
IMN,2021/06/28,104254,63236,41018,,1098,122.61,74.37,48.24,12913
IMN,2021/06/29,104999,63241,41758,745,1089,123.48,74.37,49.11,12807
IMN,2021/06/30,,,,,1088,,,,12795
IMN,2021/07/01,107331,63245,44086,,1070,126.22,74.38,51.85,12583
IMN,2021/07/02,108637,63247,45390,1306,1095,127.76,74.38,53.38,12878
IMN,2021/07/03,109025,63247,45778,388,994,128.22,74.38,53.84,11690
IMN,2021/07/04,109354,63249,46105,329,885,128.6,74.38,54.22,10408
IMN,2021/07/05,110561,63249,47312,1207,901,130.02,74.38,55.64,10596
IMN,2021/07/06,111316,63621,47695,755,902,130.91,74.82,56.09,10608
IMN,2021/07/07,112086,63984,48102,770,846,131.82,75.25,56.57,9949
IMN,2021/07/08,112670,64150,48520,584,763,132.5,75.44,57.06,8973
IMN,2021/07/09,113007,64151,48856,337,624,132.9,75.44,57.46,7338
IMN,2021/07/10,113598,64151,49447,591,653,133.59,75.44,58.15,7679
IMN,2021/07/11,114190,64153,50037,592,691,134.29,75.45,58.84,8126
IMN,2021/07/12,114938,64160,50778,748,625,135.17,75.45,59.72,7350
IMN,2021/07/13,115567,64161,51406,629,607,135.91,75.46,60.45,7138
IMN,2021/07/14,116594,64222,52372,1027,644,137.12,75.53,61.59,7574
IMN,2021/07/15,117677,64400,53277,1083,715,138.39,75.74,62.66,8409
IMN,2021/07/16,,,,,706,,,,8303
IMN,2021/07/17,,,,,660,,,,7762
IMN,2021/07/18,118490,64403,54087,,614,139.35,75.74,63.61,7221
IMN,2021/07/19,120027,64407,55620,1537,727,141.16,75.74,65.41,8550
IMN,2021/07/20,120042,64408,55634,15,639,141.17,75.75,65.43,7515
IMN,2021/07/21,121030,64441,56589,988,634,142.33,75.78,66.55,7456
IMN,2021/07/22,,,,,480,,,,5645
IMN,2021/07/23,,,,,442,,,,5198
IMN,2021/07/24,,,,,403,,,,4739
IMN,2021/07/25,121047,64447,56600,,365,142.35,75.79,66.56,4293
IMN,2021/07/26,121819,64629,57190,772,256,143.26,76.01,67.26,3011
IMN,2021/07/27,122556,64756,57800,737,359,144.13,76.15,67.97,4222
IMN,2021/07/28,123254,64871,58383,698,318,144.95,76.29,68.66,3740
IMN,2021/07/29,,,,,329,,,,3869
IMN,2021/07/30,123420,64872,58548,,340,145.15,76.29,68.85,3998
IMN,2021/07/31,123947,64872,59075,527,415,145.77,76.29,69.47,4881
IMN,2021/08/01,,,,,445,,,,5233
IMN,2021/08/02,124375,64877,59498,,365,146.27,76.3,69.97,4293
IMN,2021/08/03,124807,64944,59863,432,322,146.78,76.38,70.4,3787
ISR,2020/12/19,60,60,,,,0,0,,
ISR,2020/12/20,7434,7434,,7374,7374,0.09,0.09,,852
ISR,2020/12/21,32318,32318,,24884,16129,0.37,0.37,,1863
ISR,2020/12/22,76934,76934,,44616,25625,0.89,0.89,,2961
ISR,2020/12/23,139768,139768,,62834,34927,1.61,1.61,,4035
ISR,2020/12/24,213099,213099,,73331,42608,2.46,2.46,,4923
ISR,2020/12/25,251551,251551,,38452,41915,2.91,2.91,,4843
ISR,2020/12/26,284123,284123,,32572,40580,3.28,3.28,,4688
ISR,2020/12/27,388492,388492,,104369,54437,4.49,4.49,,6289
ISR,2020/12/28,523305,523305,,134813,70141,6.05,6.05,,8104
ISR,2020/12/29,679265,679265,,155960,86047,7.85,7.85,,9941
ISR,2020/12/30,832000,832000,,152735,98890,9.61,9.61,,11425
ISR,2020/12/31,990191,990191,,158191,111013,11.44,11.44,,12826
ISR,2021/01/01,1061426,1061426,,71235,115696,12.26,12.26,,13367
ISR,2021/01/02,1133055,1133055,,71629,121276,13.09,13.09,,14011
ISR,2021/01/03,1282467,1282467,,149412,127711,14.82,14.82,,14755
ISR,2021/01/04,1434313,1434312,1,151846,130144,16.57,16.57,0,15036
ISR,2021/01/05,1559177,1559176,1,124864,125702,18.01,18.01,0,14523
ISR,2021/01/06,1662251,1662250,1,103074,118607,19.2,19.2,0,13703
ISR,2021/01/07,1778081,1778076,5,115830,112556,20.54,20.54,0,13004
ISR,2021/01/08,1844382,1844374,8,66301,111851,21.31,21.31,0,12922
ISR,2021/01/09,1888859,1888829,30,44477,107972,21.82,21.82,0,12474
ISR,2021/01/10,1932385,1926371,6014,43526,92845,22.33,22.26,0.07,10727
ISR,2021/01/11,1972615,1947386,25229,40230,76900,22.79,22.5,0.29,8884
ISR,2021/01/12,2032136,1971298,60838,59521,67566,23.48,22.77,0.7,7806
ISR,2021/01/13,2140824,2023223,117601,108688,68368,24.73,23.37,1.36,7899
ISR,2021/01/14,2265811,2079524,186287,124987,69676,26.18,24.03,2.15,8050
ISR,2021/01/15,2332282,2110143,222139,66471,69700,26.95,24.38,2.57,8053
ISR,2021/01/16,2387601,2139509,248092,55319,71249,27.58,24.72,2.87,8232
ISR,2021/01/17,2540259,2207770,332489,152658,86839,29.35,25.51,3.84,10033
ISR,2021/01/18,2729937,2277295,452642,189678,108189,31.54,26.31,5.23,12499
ISR,2021/01/19,2939970,2349877,590093,210033,129691,33.97,27.15,6.82,14984
ISR,2021/01/20,3159828,2426416,733412,219858,145572,36.51,28.03,8.47,16818
ISR,2021/01/21,3393330,2496001,897329,233502,161074,39.2,28.84,10.37,18609
ISR,2021/01/22,3501932,2533717,968215,108602,167093,40.46,29.27,11.19,19305
ISR,2021/01/23,3595226,2573571,1021655,93294,172518,41.54,29.73,11.8,19932
ISR,2021/01/24,3804463,2642507,1161956,209237,180601,43.95,30.53,13.42,20865
ISR,2021/01/25,4024343,2723249,1301094,219880,184915,46.49,31.46,15.03,21364
ISR,2021/01/26,4228868,2801731,1427137,204525,184128,48.86,32.37,16.49,21273
ISR,2021/01/27,4431262,2879431,1551831,202394,181633,51.2,33.27,17.93,20985
ISR,2021/01/28,4640944,2958843,1682101,209682,178231,53.62,34.18,19.43,20592
ISR,2021/01/29,4742074,2995367,1746707,101130,177163,54.79,34.61,20.18,20468
ISR,2021/01/30,4819024,3029657,1789367,76950,174828,55.68,35,20.67,20198
ISR,2021/01/31,4951546,3102842,1848704,132522,163869,57.21,35.85,21.36,18932
ISR,2021/02/01,5069038,3185122,1883916,117492,149242,58.56,36.8,21.77,17242
ISR,2021/02/02,5169851,3254987,1914864,100813,134426,59.73,37.61,22.12,15531
ISR,2021/02/03,5281196,3315062,1966134,111345,121419,61.02,38.3,22.72,14028
ISR,2021/02/04,5411508,3387454,2024054,130312,110081,62.52,39.14,23.38,12718
ISR,2021/02/05,5473943,3421232,2052711,62435,104553,63.24,39.53,23.72,12079
ISR,2021/02/06,5517616,3442767,2074849,43673,99799,63.75,39.78,23.97,11530
ISR,2021/02/07,5640103,3496710,2143393,122487,98365,65.16,40.4,24.76,11364
ISR,2021/02/08,5763791,3555195,2208596,123688,99250,66.59,41.07,25.52,11467
ISR,2021/02/09,5897195,3621319,2275876,133404,103906,68.13,41.84,26.29,12005
ISR,2021/02/10,6039490,3691658,2347832,142295,108328,69.78,42.65,27.13,12515
ISR,2021/02/11,6191927,3772557,2419370,152437,111488,71.54,43.59,27.95,12881
ISR,2021/02/12,6268278,3811496,2456782,76351,113476,72.42,44.04,28.38,13110
ISR,2021/02/13,6326019,3838885,2487134,57741,115486,73.09,44.35,28.73,13342
ISR,2021/02/14,6469626,3913618,2556008,143607,118503,74.75,45.22,29.53,13691
ISR,2021/02/15,6626444,3994944,2631500,156818,123236,76.56,46.15,30.4,14238
ISR,2021/02/16,6787811,4078268,2709543,161367,127231,78.42,47.12,31.3,14699
ISR,2021/02/17,6924956,4140067,2784889,137145,126495,80.01,47.83,32.17,14614
ISR,2021/02/18,7073437,4209045,2864392,148481,125930,81.72,48.63,33.09,14549
ISR,2021/02/19,7150997,4248610,2902387,77560,126103,82.62,49.09,33.53,14569
ISR,2021/02/20,7211226,4280194,2931032,60229,126458,83.31,49.45,33.86,14610
ISR,2021/02/21,7368898,4359512,3009386,157672,128467,85.14,50.37,34.77,14842
ISR,2021/02/22,7534146,4444393,3089753,165248,129672,87.04,51.35,35.7,14981
ISR,2021/02/23,7681575,4521589,3159986,147429,127681,88.75,52.24,36.51,14751
ISR,2021/02/24,7805328,4582465,3222862,123753,125767,90.18,52.94,37.23,14530
ISR,2021/02/25,7921394,4633977,3287416,116066,121137,91.52,53.54,37.98,13995
ISR,2021/02/26,7979038,4659733,3319304,57644,118292,92.18,53.84,38.35,13667
ISR,2021/02/27,8018423,4677989,3340433,39385,115314,92.64,54.05,38.59,13323
ISR,2021/02/28,8114307,4718155,3396151,95884,106487,93.75,54.51,39.24,12303
ISR,2021/03/01,8221089,4763666,3457422,106782,98135,94.98,55.04,39.94,11338
ISR,2021/03/02,8326629,4804673,3521955,105540,92151,96.2,55.51,40.69,10646
ISR,2021/03/03,8434980,4846459,3588520,108351,89950,97.45,55.99,41.46,10392
ISR,2021/03/04,8553311,4885934,3667376,118331,90274,98.82,56.45,42.37,10430
ISR,2021/03/05,8610797,4903098,3707698,57486,90251,99.48,56.65,42.84,10427
ISR,2021/03/06,8646644,4913666,3732977,35847,89746,99.9,56.77,43.13,10369
ISR,2021/03/07,8750299,4944637,3805661,103655,90856,101.09,57.13,43.97,10497
ISR,2021/03/08,8850546,4971795,3878750,100247,89922,102.25,57.44,44.81,10389
ISR,2021/03/09,8953529,4998296,3955232,102983,89557,103.44,57.75,45.7,10347
ISR,2021/03/10,9035131,5021387,4013743,81602,85736,104.39,58.01,46.37,9905
ISR,2021/03/11,9127082,5044445,4082635,91951,81967,105.45,58.28,47.17,9470
ISR,2021/03/12,9179479,5055539,4123938,52397,81240,106.05,58.41,47.65,9386
ISR,2021/03/13,9212511,5063388,4149121,33032,80838,106.43,58.5,47.94,9339
ISR,2021/03/14,9307172,5084214,4222956,94661,79553,107.53,58.74,48.79,9191
ISR,2021/03/15,9405140,5104120,4301018,97968,79228,108.66,58.97,49.69,9153
ISR,2021/03/16,9495035,5122654,4372379,89895,77358,109.7,59.18,50.52,8937
ISR,2021/03/17,9571371,5140155,4431214,76336,76606,110.58,59.39,51.2,8851
ISR,2021/03/18,9645165,5155981,4489182,73794,74012,111.43,59.57,51.86,8551
ISR,2021/03/19,9679788,5162731,4517055,34623,71473,111.83,59.65,52.19,8257
ISR,2021/03/20,9700133,5167848,4532283,20345,69660,112.07,59.71,52.36,8048
ISR,2021/03/21,9753530,5180881,4572647,53397,63765,112.69,59.86,52.83,7367
ISR,2021/03/22,9807258,5194234,4613022,53728,57445,113.31,60.01,53.3,6637
ISR,2021/03/23,9817016,5196837,4620177,9758,45997,113.42,60.04,53.38,5314
ISR,2021/03/24,9874161,5207631,4666528,57145,43256,114.08,60.17,53.91,4997
ISR,2021/03/25,9919461,5217667,4701792,45300,39185,114.6,60.28,54.32,4527
ISR,2021/03/26,9936686,5221674,4715010,17225,36700,114.8,60.33,54.47,4240
ISR,2021/03/27,9942596,5223384,4719210,5910,34638,114.87,60.35,54.52,4002
ISR,2021/03/28,9949183,5225423,4723758,6587,27950,114.95,60.37,54.57,3229
ISR,2021/03/29,9985818,5232194,4753622,36635,25509,115.37,60.45,54.92,2947
ISR,2021/03/30,10015712,5239853,4775857,29894,28385,115.71,60.54,55.18,3279
ISR,2021/03/31,10042916,5247804,4795110,27204,24108,116.03,60.63,55.4,2785
ISR,2021/04/01,10069329,5255749,4813578,26413,21410,116.33,60.72,55.61,2474
ISR,2021/04/02,10080064,5258517,4821545,10735,20483,116.46,60.75,55.7,2366
ISR,2021/04/03,10084283,5259856,4824425,4219,20241,116.51,60.77,55.74,2339
ISR,2021/04/04,10116542,5269394,4847146,32259,23908,116.88,60.88,56,2762
ISR,2021/04/05,10147802,5279570,4868230,31260,23141,117.24,61,56.24,2674
ISR,2021/04/06,10173132,5288341,4884789,25330,22489,117.53,61.1,56.44,2598
ISR,2021/04/07,10196898,5297014,4899882,23766,21997,117.81,61.2,56.61,2541
ISR,2021/04/08,10222813,5306173,4916638,25915,21926,118.11,61.3,56.8,2533
ISR,2021/04/09,10232239,5309545,4922692,9426,21739,118.22,61.34,56.87,2512
ISR,2021/04/10,10237160,5311036,4926122,4921,21840,118.27,61.36,56.91,2523
ISR,2021/04/11,10260152,5319932,4940218,22992,20516,118.54,61.46,57.08,2370
ISR,2021/04/12,10281884,5328636,4953246,21732,19155,118.79,61.56,57.23,2213
ISR,2021/04/13,10292271,5334241,4958028,10387,17020,118.91,61.63,57.28,1966
ISR,2021/04/14,10300809,5337667,4963140,8538,14844,119.01,61.67,57.34,1715
ISR,2021/04/15,10301672,5338117,4963553,863,11266,119.02,61.67,57.35,1302
ISR,2021/04/16,10311324,5341308,4970014,9652,11298,119.13,61.71,57.42,1305
ISR,2021/04/17,10313980,5342051,4971927,2656,10974,119.16,61.72,57.44,1268
ISR,2021/04/18,10328296,5349016,4979278,14316,9735,119.33,61.8,57.53,1125
ISR,2021/04/19,10341473,5355223,4986248,13177,8513,119.48,61.87,57.61,984
ISR,2021/04/20,10354209,5361269,4992938,12736,8848,119.63,61.94,57.68,1022
ISR,2021/04/21,10367266,5367421,4999843,13057,9494,119.78,62.01,57.76,1097
ISR,2021/04/22,10380475,5373163,5007310,13209,11258,119.93,62.08,57.85,1301
ISR,2021/04/23,10386293,5375749,5010542,5818,10710,120,62.11,57.89,1237
ISR,2021/04/24,10388186,5376429,5011755,1893,10601,120.02,62.12,57.9,1225
ISR,2021/04/25,10399727,5381143,5018582,11541,10204,120.15,62.17,57.98,1179
ISR,2021/04/26,10412785,5386474,5026308,13058,10187,120.3,62.23,58.07,1177
ISR,2021/04/27,10423553,5390822,5032728,10768,9906,120.43,62.28,58.14,1144
ISR,2021/04/28,10434959,5395132,5039824,11406,9670,120.56,62.33,58.23,1117
ISR,2021/04/29,10446238,5399322,5046913,11279,9395,120.69,62.38,58.31,1085
ISR,2021/04/30,10450970,5401053,5049914,4732,9240,120.74,62.4,58.34,1068
ISR,2021/05/01,10452172,5401435,5050734,1202,9141,120.76,62.4,58.35,1056
ISR,2021/05/02,10461281,5404590,5056688,9109,8793,120.86,62.44,58.42,1016
ISR,2021/05/03,10470312,5407989,5062320,9031,8218,120.97,62.48,58.49,949
ISR,2021/05/04,10478227,5411372,5066852,7915,7811,121.06,62.52,58.54,902
ISR,2021/05/05,10485204,5414482,5070719,6977,7178,121.14,62.56,58.58,829
ISR,2021/05/06,10491566,5417921,5073642,6362,6475,121.21,62.59,58.62,748
ISR,2021/05/07,10495511,5419583,5075925,3945,6363,121.26,62.61,58.64,735
ISR,2021/05/08,10496109,5419758,5076348,598,6277,121.26,62.62,58.65,725
ISR,2021/05/09,10503504,5422524,5080977,7395,6032,121.35,62.65,58.7,697
ISR,2021/05/10,10510794,5425287,5085504,7290,5783,121.43,62.68,58.75,668
ISR,2021/05/11,10516850,5427703,5089144,6056,5518,121.5,62.71,58.8,638
ISR,2021/05/12,10521765,5429521,5092241,4915,5223,121.56,62.73,58.83,603
ISR,2021/05/13,10527062,5431339,5095720,5297,5071,121.62,62.75,58.87,586
