iso_code,date,vaccine_id,total_vaccinations
FRA,27/05/2021,1,4929394
FRA,27/05/2021,2,26951758
FRA,28/05/2021,9,262950
FRA,28/05/2021,5,3233746
FRA,28/05/2021,1,5035753
FRA,28/05/2021,2,27461089
FRA,29/05/2021,9,274187
FRA,29/05/2021,5,3272139
FRA,29/05/2021,1,5099160
FRA,29/05/2021,2,27794774
FRA,30/05/2021,9,275059
FRA,30/05/2021,5,3278501
FRA,30/05/2021,1,5107790
FRA,30/05/2021,2,27917567
FRA,31/05/2021,9,287557
FRA,31/05/2021,5,3325598
FRA,31/05/2021,1,5145914
FRA,31/05/2021,2,28378790
FRA,1/06/2021,9,307561
FRA,1/06/2021,5,3390847
FRA,1/06/2021,1,5213778
FRA,1/06/2021,2,28898905
FRA,2/06/2021,9,321893
FRA,2/06/2021,5,3447286
FRA,2/06/2021,1,5274580
FRA,2/06/2021,2,29409800
FRA,3/06/2021,9,341145
FRA,3/06/2021,5,3521577
FRA,3/06/2021,1,5365395
FRA,3/06/2021,2,29941803
FRA,4/06/2021,9,363412
FRA,4/06/2021,5,3610869
FRA,4/06/2021,1,5474415
FRA,4/06/2021,2,30476952
FRA,5/06/2021,9,373023
FRA,5/06/2021,5,3669195
FRA,5/06/2021,1,5528470
FRA,5/06/2021,2,30846026
FRA,6/06/2021,9,373957
FRA,6/06/2021,5,3680222
FRA,6/06/2021,1,5534153
FRA,6/06/2021,2,31008684
FRA,7/06/2021,9,382956
FRA,7/06/2021,5,3731218
FRA,7/06/2021,1,5566466
FRA,7/06/2021,2,31512877
FRA,8/06/2021,9,397380
FRA,8/06/2021,5,3800246
FRA,8/06/2021,1,5615482
FRA,8/06/2021,2,32061035
FRA,9/06/2021,9,409410
FRA,9/06/2021,5,3855187
FRA,9/06/2021,1,5659362
FRA,9/06/2021,2,32605753
FRA,10/06/2021,9,424588
FRA,10/06/2021,5,3916679
FRA,10/06/2021,1,5729270
FRA,10/06/2021,2,33145841
FRA,11/06/2021,9,441386
FRA,11/06/2021,5,3996936
FRA,11/06/2021,1,5828325
FRA,11/06/2021,2,33690296
FRA,12/06/2021,9,448719
FRA,12/06/2021,5,4047146
FRA,12/06/2021,1,5870177
FRA,12/06/2021,2,34083334
FRA,13/06/2021,9,449569
FRA,13/06/2021,5,4059562
FRA,13/06/2021,1,5874153
FRA,13/06/2021,2,34243818
FRA,14/06/2021,9,456063
FRA,14/06/2021,5,4108815
FRA,14/06/2021,1,5917611
FRA,14/06/2021,2,34737611
FRA,15/06/2021,9,466809
FRA,15/06/2021,5,4170438
FRA,15/06/2021,1,5999492
FRA,15/06/2021,2,35271491
FRA,16/06/2021,9,475537
FRA,16/06/2021,5,4221853
FRA,16/06/2021,1,6066331
FRA,16/06/2021,2,35811996
FRA,17/06/2021,9,486246
FRA,17/06/2021,5,4284388
FRA,17/06/2021,1,6169646
FRA,17/06/2021,2,36321170
FRA,18/06/2021,9,498502
FRA,18/06/2021,5,4359784
FRA,18/06/2021,1,6289317
FRA,18/06/2021,2,36873541
FRA,19/06/2021,9,503980
FRA,19/06/2021,5,4409087
FRA,19/06/2021,1,6329441
FRA,19/06/2021,2,37275385
FRA,20/06/2021,9,504591
FRA,20/06/2021,5,4421847
FRA,20/06/2021,1,6332905
FRA,20/06/2021,2,37433350
FRA,21/06/2021,9,509483
FRA,21/06/2021,5,4481888
FRA,21/06/2021,1,6372776
FRA,21/06/2021,2,37922767
FRA,22/06/2021,9,517190
FRA,22/06/2021,5,4559631
FRA,22/06/2021,1,6443692
FRA,22/06/2021,2,38453757
FRA,23/06/2021,9,524119
FRA,23/06/2021,5,4630826
FRA,23/06/2021,1,6495337
FRA,23/06/2021,2,38994406
FRA,24/06/2021,9,532604
FRA,24/06/2021,5,4709303
FRA,24/06/2021,1,6573715
FRA,24/06/2021,2,39476986
FRA,25/06/2021,9,542539
FRA,25/06/2021,5,4802889
FRA,25/06/2021,1,6664967
FRA,25/06/2021,2,40028180
FRA,26/06/2021,9,547183
FRA,26/06/2021,5,4878389
FRA,26/06/2021,1,6698654
FRA,26/06/2021,2,40436799
FRA,27/06/2021,9,547785
FRA,27/06/2021,5,4910236
FRA,27/06/2021,1,6702776
FRA,27/06/2021,2,40611592
FRA,28/06/2021,9,552357
FRA,28/06/2021,5,4977070
FRA,28/06/2021,1,6733717
FRA,28/06/2021,2,41114480
FRA,29/06/2021,9,559130
FRA,29/06/2021,5,5056582
FRA,29/06/2021,1,6790610
FRA,29/06/2021,2,41656704
FRA,30/06/2021,9,565558
FRA,30/06/2021,5,5130517
FRA,30/06/2021,1,6836430
FRA,30/06/2021,2,42211220
FRA,1/07/2021,9,573432
FRA,1/07/2021,5,5210424
FRA,1/07/2021,1,6903097
FRA,1/07/2021,2,42730514
FRA,2/07/2021,9,582623
FRA,2/07/2021,5,5296198
FRA,2/07/2021,1,6994731
FRA,2/07/2021,2,43278281
FRA,3/07/2021,9,587316
FRA,3/07/2021,5,5365196
FRA,3/07/2021,1,7026467
FRA,3/07/2021,2,43680913
FRA,4/07/2021,9,587889
FRA,4/07/2021,5,5390417
FRA,4/07/2021,1,7030824
FRA,4/07/2021,2,43847695
FRA,5/07/2021,9,592468
FRA,5/07/2021,5,5428547
FRA,5/07/2021,1,7065251
FRA,5/07/2021,2,44350292
FRA,6/07/2021,9,599937
FRA,6/07/2021,5,5478963
FRA,6/07/2021,1,7122179
FRA,6/07/2021,2,44899893
FRA,7/07/2021,9,606676
FRA,7/07/2021,5,5526557
FRA,7/07/2021,1,7166006
FRA,7/07/2021,2,45445207
FRA,8/07/2021,9,615644
FRA,8/07/2021,5,5586051
FRA,8/07/2021,1,7227775
FRA,8/07/2021,2,45964343
FRA,9/07/2021,9,625684
FRA,9/07/2021,5,5666885
FRA,9/07/2021,1,7297758
FRA,9/07/2021,2,46532423
FRA,10/07/2021,9,630135
FRA,10/07/2021,5,5713680
FRA,10/07/2021,1,7323362
FRA,10/07/2021,2,46940045
FRA,11/07/2021,9,630631
FRA,11/07/2021,5,5719612
FRA,11/07/2021,1,7326739
FRA,11/07/2021,2,47099152
FRA,12/07/2021,9,636241
FRA,12/07/2021,5,5769415
FRA,12/07/2021,1,7351190
FRA,12/07/2021,2,47659672
FRA,13/07/2021,9,650240
FRA,13/07/2021,5,5859343
FRA,13/07/2021,1,7387460
FRA,13/07/2021,2,48327727
FRA,14/07/2021,9,652296
FRA,14/07/2021,5,5869182
FRA,14/07/2021,1,7390244
FRA,14/07/2021,2,48647123
FRA,15/07/2021,9,670252
FRA,15/07/2021,5,5962823
FRA,15/07/2021,1,7422764
FRA,15/07/2021,2,49344007
FRA,16/07/2021,9,692756
FRA,16/07/2021,5,6082165
FRA,16/07/2021,1,7464058
FRA,16/07/2021,2,50027471
FRA,17/07/2021,9,702269
FRA,17/07/2021,5,6137223
FRA,17/07/2021,1,7478782
FRA,17/07/2021,2,50522838
FRA,18/07/2021,9,703528
FRA,18/07/2021,5,6148062
FRA,18/07/2021,1,7481592
FRA,18/07/2021,2,50730868
FRA,19/07/2021,9,716239
FRA,19/07/2021,5,6209212
FRA,19/07/2021,1,7500013
FRA,19/07/2021,2,51342029
FRA,20/07/2021,9,733305
FRA,20/07/2021,5,6305017
FRA,20/07/2021,1,7528899
FRA,20/07/2021,2,52022175
FRA,21/07/2021,9,748601
FRA,21/07/2021,5,6384433
FRA,21/07/2021,1,7550191
FRA,21/07/2021,2,52702695
FRA,22/07/2021,9,766528
FRA,22/07/2021,5,6480904
FRA,22/07/2021,1,7579727
FRA,22/07/2021,2,53380035
FRA,23/07/2021,9,786553
FRA,23/07/2021,5,6597373
FRA,23/07/2021,1,7612298
FRA,23/07/2021,2,54064177
FRA,24/07/2021,9,795540
FRA,24/07/2021,5,6654458
FRA,24/07/2021,1,7620075
FRA,24/07/2021,2,54541514
FRA,25/07/2021,9,796729
FRA,25/07/2021,5,6663603
FRA,25/07/2021,1,7621587
FRA,25/07/2021,2,54728997
FRA,26/07/2021,9,807318
FRA,26/07/2021,5,6721561
FRA,26/07/2021,1,7633123
FRA,26/07/2021,2,55313155
FRA,27/07/2021,9,821409
FRA,27/07/2021,5,6817625
FRA,27/07/2021,1,7651156
FRA,27/07/2021,2,55960114
FRA,28/07/2021,9,833668
FRA,28/07/2021,5,6898607
FRA,28/07/2021,1,7664145
FRA,28/07/2021,2,56593395
FRA,29/07/2021,9,847341
FRA,29/07/2021,5,6998746
FRA,29/07/2021,1,7681032
FRA,29/07/2021,2,57220707
FRA,30/07/2021,9,862384
FRA,30/07/2021,5,7109362
FRA,30/07/2021,1,7700173
FRA,30/07/2021,2,57829512
FRA,31/07/2021,9,868868
FRA,31/07/2021,5,7159269
FRA,31/07/2021,1,7704254
FRA,31/07/2021,2,58234695
FRA,1/08/2021,9,869581
FRA,1/08/2021,5,7166536
FRA,1/08/2021,1,7704781
FRA,1/08/2021,2,58383319
FRA,2/08/2021,9,876553
FRA,2/08/2021,5,7217114
FRA,2/08/2021,1,7710255
FRA,2/08/2021,2,58872902
FRA,3/08/2021,9,886272
FRA,3/08/2021,5,7299932
FRA,3/08/2021,1,7718248
FRA,3/08/2021,2,59402310
FRA,4/08/2021,9,894820
FRA,4/08/2021,5,7365823
FRA,4/08/2021,1,7723497
FRA,4/08/2021,2,59903973
FRA,5/08/2021,9,903496
FRA,5/08/2021,5,7449621
FRA,5/08/2021,1,7727594
FRA,5/08/2021,2,60388619
DEU,27/12/2020,9,0
DEU,27/12/2020,5,2
DEU,27/12/2020,1,0
DEU,27/12/2020,2,24092
DEU,28/12/2020,9,0
DEU,28/12/2020,5,2
DEU,28/12/2020,1,0
DEU,28/12/2020,2,42090
DEU,29/12/2020,9,0
DEU,29/12/2020,5,2
DEU,29/12/2020,1,1
DEU,29/12/2020,2,92108
DEU,30/12/2020,9,0
DEU,30/12/2020,5,2
DEU,30/12/2020,1,1
DEU,30/12/2020,2,155603
DEU,31/12/2020,9,0
DEU,31/12/2020,5,2
DEU,31/12/2020,1,1
DEU,31/12/2020,2,205294
DEU,1/01/2021,9,0
DEU,1/01/2021,5,7
DEU,1/01/2021,1,4
DEU,1/01/2021,2,230640
DEU,2/01/2021,9,0
DEU,2/01/2021,5,7
DEU,2/01/2021,1,4
DEU,2/01/2021,2,278590
DEU,3/01/2021,9,0
DEU,3/01/2021,5,8
DEU,3/01/2021,1,4
DEU,3/01/2021,2,301001
DEU,4/01/2021,9,0
DEU,4/01/2021,5,9
DEU,4/01/2021,1,4
DEU,4/01/2021,2,346826
DEU,5/01/2021,9,0
DEU,5/01/2021,5,10
DEU,5/01/2021,1,4
DEU,5/01/2021,2,398795
DEU,6/01/2021,9,0
DEU,6/01/2021,5,16
DEU,6/01/2021,1,7
DEU,6/01/2021,2,461242
DEU,7/01/2021,9,0
DEU,7/01/2021,5,19
DEU,7/01/2021,1,9
DEU,7/01/2021,2,515199
DEU,8/01/2021,9,0
DEU,8/01/2021,5,70
DEU,8/01/2021,1,10
DEU,8/01/2021,2,576803
DEU,9/01/2021,9,0
DEU,9/01/2021,5,73
DEU,9/01/2021,1,11
DEU,9/01/2021,2,636769
DEU,10/01/2021,9,0
DEU,10/01/2021,5,81
DEU,10/01/2021,1,11
DEU,10/01/2021,2,672013
DEU,11/01/2021,9,0
DEU,11/01/2021,5,94
DEU,11/01/2021,1,13
DEU,11/01/2021,2,739496
DEU,12/01/2021,9,0
DEU,12/01/2021,5,109
DEU,12/01/2021,1,14
DEU,12/01/2021,2,817925
DEU,13/01/2021,9,0
DEU,13/01/2021,5,1278
DEU,13/01/2021,1,14
DEU,13/01/2021,2,927816
DEU,14/01/2021,9,0
DEU,14/01/2021,5,6427
DEU,14/01/2021,1,14
DEU,14/01/2021,2,1006096
DEU,15/01/2021,9,0
DEU,15/01/2021,5,11693
DEU,15/01/2021,1,19
DEU,15/01/2021,2,1091572
DEU,16/01/2021,9,0
DEU,16/01/2021,5,13372
DEU,16/01/2021,1,20
DEU,16/01/2021,2,1147249
DEU,17/01/2021,9,1
DEU,17/01/2021,5,14633
DEU,17/01/2021,1,21
DEU,17/01/2021,2,1193609
DEU,18/01/2021,9,1
DEU,18/01/2021,5,18776
DEU,18/01/2021,1,22
DEU,18/01/2021,2,1271373
DEU,19/01/2021,9,1
DEU,19/01/2021,5,22443
DEU,19/01/2021,1,30
DEU,19/01/2021,2,1386502
DEU,20/01/2021,9,1
DEU,20/01/2021,5,25185
DEU,20/01/2021,1,33
DEU,20/01/2021,2,1516159
DEU,21/01/2021,9,1
DEU,21/01/2021,5,27925
DEU,21/01/2021,1,34
DEU,21/01/2021,2,1618402
DEU,22/01/2021,9,1
DEU,22/01/2021,5,30111
DEU,22/01/2021,1,42
DEU,22/01/2021,2,1717834
DEU,23/01/2021,9,1
DEU,23/01/2021,5,30465
DEU,23/01/2021,1,45
DEU,23/01/2021,2,1804058
DEU,24/01/2021,9,1
DEU,24/01/2021,5,30663
DEU,24/01/2021,1,49
DEU,24/01/2021,2,1851154
DEU,25/01/2021,9,1
DEU,25/01/2021,5,32079
DEU,25/01/2021,1,52
DEU,25/01/2021,2,1940776
DEU,26/01/2021,9,1
DEU,26/01/2021,5,33513
DEU,26/01/2021,1,59
DEU,26/01/2021,2,2036871
DEU,27/01/2021,9,2
DEU,27/01/2021,5,35299
DEU,27/01/2021,1,67
DEU,27/01/2021,2,2144434
DEU,28/01/2021,9,2
DEU,28/01/2021,5,36927
DEU,28/01/2021,1,70
DEU,28/01/2021,2,2235254
DEU,29/01/2021,9,2
DEU,29/01/2021,5,38407
DEU,29/01/2021,1,77
DEU,29/01/2021,2,2341532
DEU,30/01/2021,9,2
DEU,30/01/2021,5,39287
DEU,30/01/2021,1,79
DEU,30/01/2021,2,2428653
DEU,31/01/2021,9,2
DEU,31/01/2021,5,39663
DEU,31/01/2021,1,84
DEU,31/01/2021,2,2485138
DEU,1/02/2021,9,2
DEU,1/02/2021,5,41871
DEU,1/02/2021,1,135
DEU,1/02/2021,2,2602404
DEU,2/02/2021,9,2
DEU,2/02/2021,5,44933
DEU,2/02/2021,1,148
DEU,2/02/2021,2,2731504
DEU,3/02/2021,9,3
DEU,3/02/2021,5,51261
DEU,3/02/2021,1,174
DEU,3/02/2021,2,2887081
DEU,4/02/2021,9,3
DEU,4/02/2021,5,57093
DEU,4/02/2021,1,179
DEU,4/02/2021,2,3015126
DEU,5/02/2021,9,3
DEU,5/02/2021,5,63541
DEU,5/02/2021,1,187
DEU,5/02/2021,2,3155488
DEU,6/02/2021,9,3
DEU,6/02/2021,5,66167
DEU,6/02/2021,1,188
DEU,6/02/2021,2,3246635
DEU,7/02/2021,9,4
DEU,7/02/2021,5,68493
DEU,7/02/2021,1,190
DEU,7/02/2021,2,3297617
DEU,8/02/2021,9,5
DEU,8/02/2021,5,72316
DEU,8/02/2021,1,218
DEU,8/02/2021,2,3402707
DEU,9/02/2021,9,5
DEU,9/02/2021,5,75750
DEU,9/02/2021,1,331
DEU,9/02/2021,2,3533181
DEU,10/02/2021,9,5
DEU,10/02/2021,5,79985
DEU,10/02/2021,1,8667
DEU,10/02/2021,2,3674988
DEU,11/02/2021,9,7
DEU,11/02/2021,5,87252
DEU,11/02/2021,1,24985
DEU,11/02/2021,2,3795159
DEU,12/02/2021,9,10
DEU,12/02/2021,5,96550
DEU,12/02/2021,1,39207
DEU,12/02/2021,2,3926738
DEU,13/02/2021,9,11
DEU,13/02/2021,5,99807
DEU,13/02/2021,1,52555
DEU,13/02/2021,2,4017513
DEU,14/02/2021,9,12
DEU,14/02/2021,5,102281
DEU,14/02/2021,1,59799
DEU,14/02/2021,2,4073001
DEU,15/02/2021,9,13
DEU,15/02/2021,5,107547
DEU,15/02/2021,1,75256
DEU,15/02/2021,2,4177596
DEU,16/02/2021,9,14
DEU,16/02/2021,5,113699
DEU,16/02/2021,1,94847
DEU,16/02/2021,2,4286021
DEU,17/02/2021,9,15
DEU,17/02/2021,5,121697
DEU,17/02/2021,1,115601
DEU,17/02/2021,2,4408030
DEU,18/02/2021,9,16
DEU,18/02/2021,5,129920
DEU,18/02/2021,1,139444
DEU,18/02/2021,2,4520225
DEU,19/02/2021,9,17
DEU,19/02/2021,5,139881
DEU,19/02/2021,1,166863
DEU,19/02/2021,2,4641213
DEU,20/02/2021,9,18
DEU,20/02/2021,5,144345
DEU,20/02/2021,1,188084
DEU,20/02/2021,2,4727598
DEU,21/02/2021,9,19
DEU,21/02/2021,5,147986
DEU,21/02/2021,1,203733
DEU,21/02/2021,2,4794106
DEU,22/02/2021,9,20
DEU,22/02/2021,5,156979
DEU,22/02/2021,1,227349
DEU,22/02/2021,2,4916820
DEU,23/02/2021,9,21
DEU,23/02/2021,5,164188
DEU,23/02/2021,1,256195
DEU,23/02/2021,2,5050416
DEU,24/02/2021,9,22
DEU,24/02/2021,5,171798
DEU,24/02/2021,1,292845
DEU,24/02/2021,2,5181830
DEU,25/02/2021,9,22
DEU,25/02/2021,5,178557
DEU,25/02/2021,1,343695
DEU,25/02/2021,2,5312953
DEU,26/02/2021,9,22
DEU,26/02/2021,5,187389
DEU,26/02/2021,1,406493
DEU,26/02/2021,2,5453780
DEU,27/02/2021,9,22
DEU,27/02/2021,5,191471
DEU,27/02/2021,1,457476
DEU,27/02/2021,2,5546435
DEU,28/02/2021,9,23
DEU,28/02/2021,5,195426
DEU,28/02/2021,1,495077
DEU,28/02/2021,2,5607714
DEU,1/03/2021,9,23
DEU,1/03/2021,5,205049
DEU,1/03/2021,1,553407
DEU,1/03/2021,2,5737996
DEU,2/03/2021,9,23
DEU,2/03/2021,5,215044
DEU,2/03/2021,1,622226
DEU,2/03/2021,2,5877987
DEU,3/03/2021,9,23
DEU,3/03/2021,5,229993
DEU,3/03/2021,1,696574
DEU,3/03/2021,2,6035009
DEU,4/03/2021,9,23
DEU,4/03/2021,5,244460
DEU,4/03/2021,1,785694
DEU,4/03/2021,2,6176100
DEU,5/03/2021,9,24
DEU,5/03/2021,5,257825
DEU,5/03/2021,1,898672
DEU,5/03/2021,2,6325590
DEU,6/03/2021,9,24
DEU,6/03/2021,5,266265
DEU,6/03/2021,1,982694
DEU,6/03/2021,2,6434813
DEU,7/03/2021,9,24
DEU,7/03/2021,5,272919
DEU,7/03/2021,1,1043831
DEU,7/03/2021,2,6514553
DEU,8/03/2021,9,24
DEU,8/03/2021,5,283874
DEU,8/03/2021,1,1136423
DEU,8/03/2021,2,6648458
DEU,9/03/2021,9,24
DEU,9/03/2021,5,296657
DEU,9/03/2021,1,1235749
DEU,9/03/2021,2,6788509
DEU,10/03/2021,9,25
DEU,10/03/2021,5,308835
DEU,10/03/2021,1,1352814
DEU,10/03/2021,2,6947592
DEU,11/03/2021,9,25
DEU,11/03/2021,5,322553
DEU,11/03/2021,1,1475767
DEU,11/03/2021,2,7095223
DEU,12/03/2021,9,25
DEU,12/03/2021,5,339846
DEU,12/03/2021,1,1633370
DEU,12/03/2021,2,7246808
DEU,13/03/2021,9,25
DEU,13/03/2021,5,349415
DEU,13/03/2021,1,1748398
DEU,13/03/2021,2,7362818
DEU,14/03/2021,9,25
DEU,14/03/2021,5,354927
DEU,14/03/2021,1,1824887
DEU,14/03/2021,2,7450882
DEU,15/03/2021,9,25
DEU,15/03/2021,5,367664
DEU,15/03/2021,1,1907051
DEU,15/03/2021,2,7603640
DEU,16/03/2021,9,25
DEU,16/03/2021,5,378914
DEU,16/03/2021,1,1908066
DEU,16/03/2021,2,7770279
DEU,17/03/2021,9,25
DEU,17/03/2021,5,396905
DEU,17/03/2021,1,1908809
DEU,17/03/2021,2,7956498
DEU,18/03/2021,9,25
DEU,18/03/2021,5,415068
DEU,18/03/2021,1,1909967
DEU,18/03/2021,2,8130720
DEU,19/03/2021,9,25
DEU,19/03/2021,5,435856
DEU,19/03/2021,1,1948532
DEU,19/03/2021,2,8316202
DEU,20/03/2021,9,25
DEU,20/03/2021,5,451152
DEU,20/03/2021,1,2018114
DEU,20/03/2021,2,8451591
DEU,21/03/2021,9,25
DEU,21/03/2021,5,460346
DEU,21/03/2021,1,2071243
DEU,21/03/2021,2,8553766
DEU,22/03/2021,9,25
DEU,22/03/2021,5,484156
DEU,22/03/2021,1,2150233
DEU,22/03/2021,2,8720255
DEU,23/03/2021,9,25
DEU,23/03/2021,5,503888
DEU,23/03/2021,1,2249792
DEU,23/03/2021,2,8901933
DEU,24/03/2021,9,25
DEU,24/03/2021,5,536924
DEU,24/03/2021,1,2355671
DEU,24/03/2021,2,9102265
DEU,25/03/2021,9,25
DEU,25/03/2021,5,564611
DEU,25/03/2021,1,2475158
DEU,25/03/2021,2,9287822
DEU,26/03/2021,9,26
DEU,26/03/2021,5,601800
DEU,26/03/2021,1,2612243
DEU,26/03/2021,2,9487522
DEU,27/03/2021,9,27
DEU,27/03/2021,5,629418
DEU,27/03/2021,1,2716303
DEU,27/03/2021,2,9637083
DEU,28/03/2021,9,27
DEU,28/03/2021,5,647922
DEU,28/03/2021,1,2778859
DEU,28/03/2021,2,9752453
DEU,29/03/2021,9,27
DEU,29/03/2021,5,672917
DEU,29/03/2021,1,2870834
DEU,29/03/2021,2,9941200
DEU,30/03/2021,9,27
DEU,30/03/2021,5,697345
DEU,30/03/2021,1,2956756
DEU,30/03/2021,2,10159900
DEU,31/03/2021,9,27
DEU,31/03/2021,5,733387
DEU,31/03/2021,1,3009447
DEU,31/03/2021,2,10407399
DEU,1/04/2021,9,27
DEU,1/04/2021,5,765848
DEU,1/04/2021,1,3064766
DEU,1/04/2021,2,10646308
DEU,2/04/2021,9,27
DEU,2/04/2021,5,780237
DEU,2/04/2021,1,3096568
DEU,2/04/2021,2,10825839
DEU,3/04/2021,9,27
DEU,3/04/2021,5,796041
DEU,3/04/2021,1,3138460
DEU,3/04/2021,2,10999986
DEU,4/04/2021,9,27
DEU,4/04/2021,5,806103
DEU,4/04/2021,1,3189143
DEU,4/04/2021,2,11132185
DEU,5/04/2021,9,27
DEU,5/04/2021,5,823966
DEU,5/04/2021,1,3254148
DEU,5/04/2021,2,11297178
DEU,6/04/2021,9,29
DEU,6/04/2021,5,856192
DEU,6/04/2021,1,3340755
DEU,6/04/2021,2,11552138
DEU,7/04/2021,9,29
DEU,7/04/2021,5,893238
DEU,7/04/2021,1,3429606
DEU,7/04/2021,2,12094335
DEU,8/04/2021,9,29
DEU,8/04/2021,5,928870
DEU,8/04/2021,1,3521316
DEU,8/04/2021,2,12665826
DEU,9/04/2021,9,29
DEU,9/04/2021,5,965461
DEU,9/04/2021,1,3626407
DEU,9/04/2021,2,13156095
DEU,10/04/2021,9,29
DEU,10/04/2021,5,988681
DEU,10/04/2021,1,3727284
DEU,10/04/2021,2,13404585
DEU,11/04/2021,9,29
DEU,11/04/2021,5,1007347
DEU,11/04/2021,1,3802164
DEU,11/04/2021,2,13574954
DEU,12/04/2021,9,30
DEU,12/04/2021,5,1036583
DEU,12/04/2021,1,3912772
DEU,12/04/2021,2,13853821
DEU,13/04/2021,9,30
DEU,13/04/2021,5,1063822
DEU,13/04/2021,1,4030152
DEU,13/04/2021,2,14286125
DEU,14/04/2021,9,30
DEU,14/04/2021,5,1097375
DEU,14/04/2021,1,4155130
DEU,14/04/2021,2,14902636
DEU,15/04/2021,9,31
DEU,15/04/2021,5,1133577
DEU,15/04/2021,1,4265169
DEU,15/04/2021,2,15436703
DEU,16/04/2021,9,31
DEU,16/04/2021,5,1166186
DEU,16/04/2021,1,4391043
DEU,16/04/2021,2,15874828
DEU,17/04/2021,9,31
DEU,17/04/2021,5,1188872
DEU,17/04/2021,1,4509486
DEU,17/04/2021,2,16099710
DEU,18/04/2021,9,31
DEU,18/04/2021,5,1204261
DEU,18/04/2021,1,4591529
DEU,18/04/2021,2,16271749
DEU,19/04/2021,9,32
DEU,19/04/2021,5,1237193
DEU,19/04/2021,1,4667115
DEU,19/04/2021,2,16565582
DEU,20/04/2021,9,33
DEU,20/04/2021,5,1276437
DEU,20/04/2021,1,4806771
DEU,20/04/2021,2,16947558
DEU,21/04/2021,9,33
DEU,21/04/2021,5,1318150
DEU,21/04/2021,1,5031769
DEU,21/04/2021,2,17401811
DEU,22/04/2021,9,33
DEU,22/04/2021,5,1361824
DEU,22/04/2021,1,5244916
DEU,22/04/2021,2,17783578
DEU,23/04/2021,9,33
DEU,23/04/2021,5,1405415
DEU,23/04/2021,1,5404297
DEU,23/04/2021,2,18136878
DEU,24/04/2021,9,33
DEU,24/04/2021,5,1454752
DEU,24/04/2021,1,5485566
DEU,24/04/2021,2,18371857
DEU,25/04/2021,9,33
DEU,25/04/2021,5,1488430
DEU,25/04/2021,1,5547037
DEU,25/04/2021,2,18559631
DEU,26/04/2021,9,103
DEU,26/04/2021,5,1530930
DEU,26/04/2021,1,5619597
DEU,26/04/2021,2,18877540
DEU,27/04/2021,9,656
DEU,27/04/2021,5,1582437
DEU,27/04/2021,1,5676271
DEU,27/04/2021,2,19554244
DEU,28/04/2021,9,1488
DEU,28/04/2021,5,1643169
DEU,28/04/2021,1,5729654
DEU,28/04/2021,2,20562482
DEU,29/04/2021,9,2397
DEU,29/04/2021,5,1707112
DEU,29/04/2021,1,5786831
DEU,29/04/2021,2,21386890
DEU,30/04/2021,9,3272
DEU,30/04/2021,5,1764418
DEU,30/04/2021,1,5854032
DEU,30/04/2021,2,22065308
DEU,1/05/2021,9,5846
DEU,1/05/2021,5,1805907
DEU,1/05/2021,1,5893416
DEU,1/05/2021,2,22318142
DEU,2/05/2021,9,7653
DEU,2/05/2021,5,1843417
DEU,2/05/2021,1,5923513
DEU,2/05/2021,2,22513721
DEU,3/05/2021,9,9239
DEU,3/05/2021,5,1913998
DEU,3/05/2021,1,5985144
DEU,3/05/2021,2,22831622
DEU,4/05/2021,9,12201
DEU,4/05/2021,5,1977508
DEU,4/05/2021,1,6135382
DEU,4/05/2021,2,23457949
DEU,5/05/2021,9,16671
DEU,5/05/2021,5,2056471
DEU,5/05/2021,1,6347868
DEU,5/05/2021,2,24309254
DEU,6/05/2021,9,20864
DEU,6/05/2021,5,2148577
DEU,6/05/2021,1,6549386
DEU,6/05/2021,2,25002013
DEU,7/05/2021,9,25068
DEU,7/05/2021,5,2235270
DEU,7/05/2021,1,6761821
DEU,7/05/2021,2,25589231
DEU,8/05/2021,9,26785
DEU,8/05/2021,5,2307052
DEU,8/05/2021,1,6846436
DEU,8/05/2021,2,25856892
DEU,9/05/2021,9,27851
DEU,9/05/2021,5,2363609
DEU,9/05/2021,1,6881099
DEU,9/05/2021,2,26050784
DEU,10/05/2021,9,31580
DEU,10/05/2021,5,2445397
DEU,10/05/2021,1,7011765
DEU,10/05/2021,2,26423951
DEU,11/05/2021,9,35221
DEU,11/05/2021,5,2525294
DEU,11/05/2021,1,7188152
DEU,11/05/2021,2,27249889
DEU,12/05/2021,9,40973
DEU,12/05/2021,5,2616966
DEU,12/05/2021,1,7413416
DEU,12/05/2021,2,28343193
DEU,13/05/2021,9,43620
DEU,13/05/2021,5,2683738
DEU,13/05/2021,1,7457924
DEU,13/05/2021,2,28658542
DEU,14/05/2021,9,51415
DEU,14/05/2021,5,2748661
DEU,14/05/2021,1,7596498
DEU,14/05/2021,2,29203787
DEU,15/05/2021,9,55695
DEU,15/05/2021,5,2808959
DEU,15/05/2021,1,7652943
DEU,15/05/2021,2,29482844
DEU,16/05/2021,9,60420
DEU,16/05/2021,5,2861699
DEU,16/05/2021,1,7677868
DEU,16/05/2021,2,29683027
DEU,17/05/2021,9,70177
DEU,17/05/2021,5,2947377
DEU,17/05/2021,1,7799366
DEU,17/05/2021,2,30021404
DEU,18/05/2021,9,77949
DEU,18/05/2021,5,3048473
DEU,18/05/2021,1,7972883
DEU,18/05/2021,2,30611052
DEU,19/05/2021,9,90107
DEU,19/05/2021,5,3148565
DEU,19/05/2021,1,8154226
