iso_code,date,source_id,vaccine_id,total_vaccinations,people_vaccinated,people_fully_vaccinated
FRA,2021/06/30,70,9,54743725,34215643,21091450
FRA,2021/06/30,70,5,54743725,34215643,21091450
FRA,2021/06/30,70,1,54743725,34215643,21091450
FRA,2021/06/30,70,2,54743725,34215643,21091450
FRA,2021/07/01,70,9,55417467,34431431,21557228
FRA,2021/07/01,70,5,55417467,34431431,21557228
FRA,2021/07/01,70,1,55417467,34431431,21557228
FRA,2021/07/01,70,2,55417467,34431431,21557228
FRA,2021/07/02,70,9,56151833,34645107,22087021
FRA,2021/07/02,70,5,56151833,34645107,22087021
FRA,2021/07/02,70,1,56151833,34645107,22087021
FRA,2021/07/02,70,2,56151833,34645107,22087021
FRA,2021/07/03,70,9,56659892,34784138,22460706
FRA,2021/07/03,70,5,56659892,34784138,22460706
FRA,2021/07/03,70,1,56659892,34784138,22460706
FRA,2021/07/03,70,2,56659892,34784138,22460706
FRA,2021/07/04,70,9,56856825,34839666,22602674
FRA,2021/07/04,70,5,56856825,34839666,22602674
FRA,2021/07/04,70,1,56856825,34839666,22602674
FRA,2021/07/04,70,2,56856825,34839666,22602674
FRA,2021/07/05,70,9,57436558,34999688,23026928
FRA,2021/07/05,70,5,57436558,34999688,23026928
FRA,2021/07/05,70,1,57436558,34999688,23026928
FRA,2021/07/05,70,2,57436558,34999688,23026928
FRA,2021/07/06,70,9,58100972,35188839,23509620
FRA,2021/07/06,70,5,58100972,35188839,23509620
FRA,2021/07/06,70,1,58100972,35188839,23509620
FRA,2021/07/06,70,2,58100972,35188839,23509620
FRA,2021/07/07,70,9,58744446,35392569,23956049
FRA,2021/07/07,70,5,58744446,35392569,23956049
FRA,2021/07/07,70,1,58744446,35392569,23956049
FRA,2021/07/07,70,2,58744446,35392569,23956049
FRA,2021/07/08,70,9,59393813,35617543,24389336
FRA,2021/07/08,70,5,59393813,35617543,24389336
FRA,2021/07/08,70,1,59393813,35617543,24389336
FRA,2021/07/08,70,2,59393813,35617543,24389336
FRA,2021/07/09,70,9,60122750,35836404,24909392
FRA,2021/07/09,70,5,60122750,35836404,24909392
FRA,2021/07/09,70,1,60122750,35836404,24909392
FRA,2021/07/09,70,2,60122750,35836404,24909392
FRA,2021/07/10,70,9,60607222,35980988,25253711
FRA,2021/07/10,70,5,60607222,35980988,25253711
FRA,2021/07/10,70,1,60607222,35980988,25253711
FRA,2021/07/10,70,2,60607222,35980988,25253711
FRA,2021/07/11,70,9,60776134,36039729,25364378
FRA,2021/07/11,70,5,60776134,36039729,25364378
FRA,2021/07/11,70,1,60776134,36039729,25364378
FRA,2021/07/11,70,2,60776134,36039729,25364378
FRA,2021/07/12,70,9,61416518,36201648,25848399
FRA,2021/07/12,70,5,61416518,36201648,25848399
FRA,2021/07/12,70,1,61416518,36201648,25848399
FRA,2021/07/12,70,2,61416518,36201648,25848399
FRA,2021/07/13,70,9,62224770,36481867,26390381
FRA,2021/07/13,70,5,62224770,36481867,26390381
FRA,2021/07/13,70,1,62224770,36481867,26390381
FRA,2021/07/13,70,2,62224770,36481867,26390381
FRA,2021/07/14,70,9,62558845,36657966,26550401
FRA,2021/07/14,70,5,62558845,36657966,26550401
FRA,2021/07/14,70,1,62558845,36657966,26550401
FRA,2021/07/14,70,2,62558845,36657966,26550401
FRA,2021/07/15,70,9,63399846,36996114,27071146
FRA,2021/07/15,70,5,63399846,36996114,27071146
FRA,2021/07/15,70,1,63399846,36996114,27071146
FRA,2021/07/15,70,2,63399846,36996114,27071146
FRA,2021/07/16,70,9,64266450,37366097,27590145
FRA,2021/07/16,70,5,64266450,37366097,27590145
FRA,2021/07/16,70,1,64266450,37366097,27590145
FRA,2021/07/16,70,2,64266450,37366097,27590145
FRA,2021/07/17,70,9,64841112,37620489,27919896
FRA,2021/07/17,70,5,64841112,37620489,27919896
FRA,2021/07/17,70,1,64841112,37620489,27919896
FRA,2021/07/17,70,2,64841112,37620489,27919896
FRA,2021/07/18,70,9,65064050,37728319,28036257
FRA,2021/07/18,70,5,65064050,37728319,28036257
FRA,2021/07/18,70,1,65064050,37728319,28036257
FRA,2021/07/18,70,2,65064050,37728319,28036257
FRA,2021/07/19,70,9,65767493,38006023,28474655
FRA,2021/07/19,70,5,65767493,38006023,28474655
FRA,2021/07/19,70,1,65767493,38006023,28474655
FRA,2021/07/19,70,2,65767493,38006023,28474655
FRA,2021/07/20,70,9,66589396,38374473,28945118
FRA,2021/07/20,70,5,66589396,38374473,28945118
FRA,2021/07/20,70,1,66589396,38374473,28945118
FRA,2021/07/20,70,2,66589396,38374473,28945118
FRA,2021/07/21,70,9,67385920,38762238,29369119
FRA,2021/07/21,70,5,67385920,38762238,29369119
FRA,2021/07/21,70,1,67385920,38762238,29369119
FRA,2021/07/21,70,2,67385920,38762238,29369119
FRA,2021/07/22,70,9,68207194,39194704,29775776
FRA,2021/07/22,70,5,68207194,39194704,29775776
FRA,2021/07/22,70,1,68207194,39194704,29775776
FRA,2021/07/22,70,2,68207194,39194704,29775776
FRA,2021/07/23,70,9,69060401,39624743,30218877
FRA,2021/07/23,70,5,69060401,39624743,30218877
FRA,2021/07/23,70,1,69060401,39624743,30218877
FRA,2021/07/23,70,2,69060401,39624743,30218877
FRA,2021/07/24,70,9,69611587,39905728,30498009
FRA,2021/07/24,70,5,69611587,39905728,30498009
FRA,2021/07/24,70,1,69611587,39905728,30498009
FRA,2021/07/24,70,2,69611587,39905728,30498009
FRA,2021/07/25,70,9,69810916,40024791,30579452
FRA,2021/07/25,70,5,69810916,40024791,30579452
FRA,2021/07/25,70,1,69810916,40024791,30579452
FRA,2021/07/25,70,2,69810916,40024791,30579452
FRA,2021/07/26,70,9,70475157,40365009,30914028
FRA,2021/07/26,70,5,70475157,40365009,30914028
FRA,2021/07/26,70,1,70475157,40365009,30914028
FRA,2021/07/26,70,2,70475157,40365009,30914028
FRA,2021/07/27,70,9,71250304,40819141,31249084
FRA,2021/07/27,70,5,71250304,40819141,31249084
FRA,2021/07/27,70,1,71250304,40819141,31249084
FRA,2021/07/27,70,2,71250304,40819141,31249084
FRA,2021/07/28,70,9,71989815,41268104,31551855
FRA,2021/07/28,70,5,71989815,41268104,31551855
FRA,2021/07/28,70,1,71989815,41268104,31551855
FRA,2021/07/28,70,2,71989815,41268104,31551855
FRA,2021/07/29,70,9,72747826,41749077,31842476
FRA,2021/07/29,70,5,72747826,41749077,31842476
FRA,2021/07/29,70,1,72747826,41749077,31842476
FRA,2021/07/29,70,2,72747826,41749077,31842476
FRA,2021/07/30,70,9,73501431,42199689,32160436
FRA,2021/07/30,70,5,73501431,42199689,32160436
FRA,2021/07/30,70,1,73501431,42199689,32160436
FRA,2021/07/30,70,2,73501431,42199689,32160436
FRA,2021/07/31,70,9,73967086,42480225,32352019
FRA,2021/07/31,70,5,73967086,42480225,32352019
FRA,2021/07/31,70,1,73967086,42480225,32352019
FRA,2021/07/31,70,2,73967086,42480225,32352019
FRA,2021/08/01,70,9,74124217,42587253,32402833
FRA,2021/08/01,70,5,74124217,42587253,32402833
FRA,2021/08/01,70,1,74124217,42587253,32402833
FRA,2021/08/01,70,2,74124217,42587253,32402833
FRA,2021/08/02,70,9,74676824,42905418,32644217
FRA,2021/08/02,70,5,74676824,42905418,32644217
FRA,2021/08/02,70,1,74676824,42905418,32644217
FRA,2021/08/02,70,2,74676824,42905418,32644217
FRA,2021/08/03,70,9,75306762,43289866,32899388
FRA,2021/08/03,70,5,75306762,43289866,32899388
FRA,2021/08/03,70,1,75306762,43289866,32899388
FRA,2021/08/03,70,2,75306762,43289866,32899388
FRA,2021/08/04,70,9,75888113,43660729,33118386
FRA,2021/08/04,70,5,75888113,43660729,33118386
FRA,2021/08/04,70,1,75888113,43660729,33118386
FRA,2021/08/04,70,2,75888113,43660729,33118386
FRA,2021/08/05,70,9,76469330,44012990,33355956
FRA,2021/08/05,70,5,76469330,44012990,33355956
FRA,2021/08/05,70,1,76469330,44012990,33355956
FRA,2021/08/05,70,2,76469330,44012990,33355956
